# Nagalakshmi et al. Science 6 June 2008 DOI: 10.1126/science.1158441
# Table S4: All ORF annotations by RNA SEQ
orf	transcript.level.log2
YPL066W	4.247927513
YPL065W	NA
YPL064C	NA
YPL063W	5.832890014
YPL062W	0
YPL061W	7.787902559
YPL060W	2.321928095
YPL059W	5.491853096
YPL058C	4.247927513
YPL057C	4.426264755
YPL056C	3.321928095
YPL055C	6.098032083
YPL054W	3.321928095
YPL053C	5.523561956
YPL052W	4.700439718
YPL051W	4.700439718
YPL050C	6.098032083
YPL049C	5.14974712
YPL048W	7.442943496
YPL047W	3.95419631
YPL046C	3.906890596
YPL045W	4.087462841
YPL043W	4.491853096
YPL044C	NA
YPL042C	2.584962501
YPL041C	2
YPL040C	2.321928095
YPL039W	NA
YPL038W-A	0
YPL038W	3
YPL037C	8.681238412
YPL036W	3.584962501
YPL034W	3.95419631
YPL035C	4.807354922
YPL033C	1.584962501
YPL032C	4.087462841
YPL031C	4.392317423
YPL030W	4.357552005
YPL029W	2.169925001
YPL028W	7.997179481
YPL027W	0
YPL026C	4.285402219
YPL025C	0
YPL024W	NA
YPL023C	NA
YPL022W	4.727920455
YPL021W	1
YPL020C	4.285402219
YPL019C	7.294620749
YPL018W	NA
YPL017C	NA
YPL016W	3.321928095
YPL015C	6.159871337
YPL014W	6.375039431
YPL013C	6.209453366
YPL012W	4.491853096
YPL011C	4.754887502
YPL010W	6.864186145
YPL009C	3.523561956
YPL008W	2.807354922
YPL007C	4.129283017
YPL006W	3.169925001
YPL005W	1.807354922
YPL004C	7.6794801
YPL003W	3.584962501
YPL002C	4.491853096
YPL001W	4.754887502
YPR001W	2.807354922
YPR002W	1.584962501
YPR002C-A	NA
YPR003C	3.906890596
YPR004C	5.523561956
YPR005C	1
YPR006C	3.459431619
YPR007C	-1
YPR008W	5.569855608
YPR009W	4.321928095
YPR010C	6.864186145
YPR010C-A	6.044394119
YPR011C	3.807354922
YPR012W	NA
YPR013C	NA
YPR014C	2.321928095
YPR015C	3.169925001
YPR016C	6.794415866
YPR016W-A	5.375039431
YPR017C	4.129283017
YPR018W	3.754887502
YPR019W	3.584962501
YPR020W	5.672425342
YPR021C	3
YPR022C	4.95419631
YPR023C	4.977279923
YPR024W	5.807354922
YPR025C	3.584962501
YPR026W	3.523561956
YPR027C	1
YPR028W	7.45532722
YPR029C	3.754887502
YPR030W	3.169925001
YPR031W	2.584962501
YPR032W	3.087462841
YPR033C	7.523561956
YPR034W	2.584962501
YPR035W	10.38316426
YPR036W	7.912889336
YPR036W-A	8.927777962
YPR038W	NA
YPR039W	NA
YPR037C	4.95419631
YPR040W	4.906890596
YPR041W	7.317412614
YPR042C	1.584962501
YPR043W	NA
YPR044C	NA
YPR045C	4.285402219
YPR046W	2.321928095
YPR047W	5.108524457
YPR048W	NA
YPR049C	NA
YPR051W	3.392317423
YPR050C	NA
YPR052C	NA
YPR053C	NA
YPR054W	0
YPR055W	3.459431619
YPR056W	4.977279923
YPR057W	4.554588852
YPR058W	NA
YPR059C	NA
YPR060C	6.22881869
YPR061C	0
YPR062W	8.46760555
YPR063C	6.54689446
YPR064W	2.807354922
YPR065W	3.584962501
YPR066W	2.321928095
YPR067W	5.108524457
YPR068C	0
YPR069C	7.836050355
YPR070W	0
YPR071W	3.169925001
YPR072W	6.22881869
YPR073C	5.977279923
YPR074C	7.330916878
YPR074W-A	0
YPR076W	NA
YPR075C	4.357552005
YPR077C	NA
YPR078C	NA
YPR079W	4.044394119
YPR080W	10.77313921
YPR081C	3.087462841
YPR082C	5.62935662
YPR083W	4.087462841
YPR084W	2
YPR085C	3.321928095
YPR086W	5.108524457
YPR087W	NA
YPR088C	NA
YPR089W	5
YPR092W	4.044394119
YPR091C	3.95419631
YPR093C	5.832890014
YPR094W	NA
YPR095C	NA
YPR096C	2.321928095
YPR097W	4.247927513
YPR098C	5.539158811
YPR100W	NA
YPR099C	NA
YPR101W	4.781359714
YPR102C	NA
YPR103W	7.535275377
YPR104C	2.459431619
YPR105C	4.930737338
YPR106W	NA
YPR107C	NA
YPR108W	6.118941073
YPR108W-A	2
YPR109W	4.832890014
YPR110C	6.936637939
YPR111W	2
YPR112C	3.754887502
YPR113W	8.139551352
YPR114W	5.714245518
YPR115W	5.303780748
YPR116W	3.754887502
YPR117W	3.807354922
YPR118W	5.266786541
YPR119W	2
YPR120C	4.087462841
YPR121W	3.906890596
YPR122W	2.584962501
YPR124W	5.672425342
YPR123C	NA
YPR125W	NA
YPR126C	NA
YPR127W	NA
YPR128C	NA
YPR129W	NA
YPR130C	NA
YPR131C	5.807354922
YPR132W	11.35645197
YPR133C	7.344295908
YPR133W-A	6.781359714
YPR134W	3.754887502
YPR135W	3.857980995
YPR137W	4.807354922
YPR136C	NA
YPR138C	4.044394119
YPR139C	4.882643049
YPR140W	4.459431619
YPR141C	2
YPR143W	4
YPR142C	0
YPR144C	3.64385619
YPR145W	8.804131021
YPR145C-A	2.169925001
YPR146C	1
YPR147C	NA
YPR148C	5.820178962
YPR149W	9.147204925
YPR150W	NA
YPR151C	NA
YPR152C	2.807354922
YPR153W	0
YPR154W	5.988684687
YPR155C	3.459431619
YPR156C	6.483815777
YPR157W	4.727920455
YPR158W	6.209453366
YPR159W	4.832890014
YPR159C-A	1.584962501
YPR160W	6.266786541
YPR160W-A	NA
YPR160C-A	NA
YPR161C	6.087462841
YPR162C	4.357552005
YPR163C	8.569855608
YPR164W	3.087462841
YPR165W	8.821773982
YPR166C	5.768184325
YPR167C	4.129283017
YPR168W	2.700439718
YPR169W	4.930737338
YPR169W-A	NA
YPR170W-B	NA
YPR170C	1
YPR170W-A	NA
YPR171W	3.807354922
YPR172W	5.491853096
YPR173C	7.103287808
YPR174C	3.459431619
YPR175W	NA
YPR176C	NA
YPR178W	NA
YPR177C	NA
YPR179C	NA
YPR180W	5.044394119
YPR181C	5.768184325
YPR182W	5.906890596
YPR183W	7.596189756
YPR184W	4.857980995
YPR185W	3.700439718
YPR186C	1.321928095
YPR187W	6.076815597
YPR188C	5.569855608
YPR189W	2.169925001
YPR190C	3.700439718
YPR191W	7.366322214
YPR192W	1
YPR193C	1
YPR194C	1.584962501
YPR195C	2.807354922
YPR196W	1.584962501
YPR198W	4.781359714
YPR197C	0
YPR199C	4.169925001
YPR200C	2.584962501
YPR201W	1
YPR202W	NA
YPR203W	NA
YPR204W	NA
YPR204C-A	NA
