#ORF	Gene	Heat 0' (A)	Heat 0' (A) Call	Heat 0' (B)	Heat 0' (B) Call	Heat 15'	Heat 15' Call	Heat 30'	Heat 30' Call	Heat 45'	Heat 45' Call	Heat 60'	Heat 60' Call	Heat 120'	Heat 120' Call	Acid 0' (A)	Acid 0' (A) Call	Acid 0' (B)	Acid 0' (B) Call	Acid 10'	Acid 10' Call	Acid 20'	Acid 20' Call	Acid 40'	Acid 40' Call	Acid 60'	Acid 60' Call	Acid 80'	Acid 80' Call	Acid 100'	Acid 100' Call	Alkali 0' (A)	Alkali 0' (A) Call	Alkali 0' (B)	Alkali 0' (B) Call	Alkali 10'	Alkali 10' Call	Alkali 20'	Alkali 20' Call	Alkali 40'	Alkali 40' Call	Alkali 60'	Alkali 60' Call	Alkali 80'	Alkali 80' Call	Alkali 100'	Alkali 100' Call	msn2/4 acid 0'	msn2/4 acid 0' Call	msn2/4 acid 10'	msn2/4 acid 10' Call	msn2/4 acid 20'	msn2/4 acid 20' Call	Peroxide 0' (A)	Peroxide 0' (A) Call	Peroxide 0' (B)	Peroxide 0' (B) Call	Peroxide 10'	Peroxide 10' Call	Peroxide 20'	Peroxide 20' Call	Peroxide 40'	Peroxide 40' Call	Peroxide 60'	Peroxide 60' Call	Peroxide 120'	Peroxide 120' Call	NaCl 0'	NaCl 0' Call	NaCl 15'	NaCl 15' Call	NaCl 30'	NaCl 30' Call	NaCl 45'	NaCl 45' Call	NaCl 60'	NaCl 60' Call	NaCl 120'	NaCl 120' Call	Sorbitol 0'	Sorbitol 0' Call	Sorbitol 15'	Sorbitol 15' Call	Sorbitol 30'	Sorbitol 30' Call	Sorbitol 45'	Sorbitol 45' Call	Sorbitol 90'	Sorbitol 90' Call	Sorbitol 120'	Sorbitol 120' Call
orf	gene	heat.0min.a	heat.0min.a.call	heat.0min.b	heat.0min.b.call	heat.15min	heat.15min.call	heat.30min	heat.30min.call	heat.45min	heat.45min.call	heat.60min	heat.60min.call	heat.120min	heat.120min.call	acid.0min.a	acid.0min.a.call	acid.0min.b	acid.0min.b.call	acid.10min	acid.10min.call	acid.20min	acid.20min.call	acid.40min	acid.40min.call	acid.60min	acid.60min.call	acid.80min	acid.80min.call	acid.100min	acid.100min.call	alkali.0min.a	alkali.0min.a.call	alkali.0min.b	alkali.0min.b.call	alkali.10min	alkali.10min.call	alkali.20min	alkali.20min.call	alkali.40min	alkali.40min.call	alkali.60min	alkali.60min.call	alkali.80min	alkali.80min.call	alkali.100min	alkali.100min.call	msn2/4.acid.0min	msn2/4.acid.0min.call	msn2/4.acid.10min	msn2/4.acid.10min.call	msn2/4.acid.20min	msn2/4.acid.20min.call	peroxide.0min.a	peroxide.0min.a.call	peroxide.0min.b	peroxide.0min.b.call	peroxide.10min	peroxide.10min.call	peroxide.20min	peroxide.20min.call	peroxide.40min	peroxide.40min.call	peroxide.60min	peroxide.60min.call	peroxide.120min	peroxide.120min.call	nacl.0min	nacl.0min.call	nacl.15min	nacl.15min.call	nacl.30min	nacl.30min.call	nacl.45min	nacl.45min.call	nacl.60min	nacl.60min.call	nacl.120min	nacl.120min.call	sorbitol.0min	sorbitol.0min.call	sorbitol.15min	sorbitol.15min.call	sorbitol.30min	sorbitol.30min.call	sorbitol.45min	sorbitol.45min.call	sorbitol.90min	sorbitol.90min.call	sorbitol.120min	sorbitol.120min.call
YEL014C	YEL014C	47.2	P	34.1	A	20	A	47.5	P	74.7	A	32.3	A	74.9	P	26	A	56.9	P	54.3	A	50.9	A	20	A	66	P	99.4	P	78.6	P	26	A	56.9	P	20	P	58.1	P	33	P	28.2	A	36.7	P	33.2	P	88.6	A	66.1	A	20	A	55.6	P	20	P	20	A	35.7	P	33.8	P	20	A	22.2	P	174	P	78.7	A	154.9	P	78.2	A	116.8	A	85.6	A	174	P	25.9	A	92.2	A	20	A	131.5	A	24.9	A
YEL015W	YEL015W	271.9	P	121.2	P	186.1	P	247.5	P	153.8	P	252	P	198.3	P	152.9	P	211.1	P	152.2	P	236.2	P	137.9	P	282.4	P	230.2	P	256.1	P	152.9	P	211.1	P	200.6	P	164.9	P	115.7	P	61.8	P	155.3	P	201.6	P	204.5	P	188	P	175	A	240.1	P	200.6	P	131.4	P	182.4	P	142.9	P	119.3	P	88.9	P	678	P	255.9	P	411.2	P	526.9	P	342.8	P	413.5	P	678	P	281.6	P	487.1	P	682.5	P	600.6	P	685.2	P
YEL016C	YEL016C	53.7	P	50.8	P	68.6	P	52.5	P	101	P	142.2	P	103.2	P	124.8	P	159.7	P	159.4	P	151.3	P	137.9	P	229.6	P	162.2	P	211.1	P	124.8	P	159.7	P	214.6	P	128.4	P	104.7	P	107.4	P	141.4	P	212.7	P	136.4	P	142.3	A	87.5	A	144.9	P	93.3	P	45.5	P	50.2	P	52	P	62.5	P	37.8	A	222	P	156	P	257.7	P	272.7	P	115.3	A	176.2	P	222	P	60	A	245.4	P	221.2	P	310.8	A	327.6	P
YEL017C-A	PM12	6882.7	P	4925.8	P	4139.3	P	4879.3	P	5409.9	P	10106	P	4456.2	P	5087.8	P	4787	P	6919.5	P	6411.4	P	5389.6	P	6422.5	P	5725.9	P	6462.1	P	5087.8	P	4787	P	2763.8	P	2212.3	P	1232.5	P	1332.3	P	1677.3	P	1873.1	P	8624.8	P	3527.1	P	16844.6	P	5130.7	P	4340.6	P	4500.5	P	3390	P	2781.3	P	2066.5	P	3855.6	P	11403	P	10560	P	8608.9	P	6939.5	P	10086.8	P	8104.1	P	11403	P	4896.3	P	3442.7	P	11049.6	P	8789.5	P	8765.6	P
YEL017W	YEL017W	254	P	91.7	P	134.7	A	207.5	P	85.7	A	122.8	A	147.7	P	69.7	A	131.9	A	293.4	P	178.9	A	196	A	180.8	A	199.7	A	208.9	A	69.7	A	131.9	A	88.3	A	20	A	20	A	20	A	68.1	A	39.9	A	225	A	310	P	376.3	P	161	A	68.6	A	126.2	P	105.2	P	68.3	P	78.4	P	54.4	A	2236	P	616	P	882.1	P	1189.5	P	814.5	P	604.4	P	2236	P	2203	P	2237.9	P	2620.3	P	3440.4	P	2792.6	P
YEL018W	YEL018W	320.8	P	98.5	P	325.8	P	267.5	P	20	A	704.3	P	418.9	P	80.1	A	216.6	P	228.2	P	24	A	43.3	A	20	A	20	A	20	A	80.1	A	216.6	P	304.9	P	117.6	P	106.8	P	122.2	P	136.1	P	179.4	P	490.9	P	284.6	P	577.5	P	166.9	P	149.6	P	124.9	P	63.7	P	86.5	P	90.9	P	75.5	A	471	P	356.6	P	743.3	P	613.8	P	397.4	P	359.7	P	471	P	190.2	P	575.6	P	773.5	P	558.7	P	622	P
YEL019C	MMS21	20	A	20	A	24.5	A	20	A	54.9	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	55.9	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	32.6	A	20	A	20	A	20	A	20	A	86.7	A	20	A	111.7	A	49.8	A
YEL020C	YEL020C	99.3	P	62.1	P	213.1	P	287.5	P	134	P	432.9	P	222.6	P	136.2	P	223.6	P	217.4	P	189.5	P	167.6	P	242.8	P	173.5	P	296.5	P	136.2	P	223.6	P	421.2	P	306.8	P	174.3	P	298.2	P	296.7	P	300.2	P	252.3	P	274.4	P	315	P	117.1	P	107.3	P	67.6	P	77.2	P	116	P	143.1	P	107.7	P	398	P	219.8	P	812.3	P	1090.7	P	379.2	P	501.6	P	398	P	155.1	P	1018.4	P	808.7	P	548.2	P	385.6	P
YEL020W-A	TIM9	304	P	197.8	P	824.6	P	1614.3	P	1530.5	P	1896.3	P	30622.8	P	145.9	P	540.6	P	1476.4	P	407.4	P	402.2	P	NA	NA	NA	NA	NA	NA	145.9	P	540.6	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YEL021W	URA3	770.2	P	316.6	P	330.7	P	657.4	P	406.3	P	555.7	P	538.3	P	20	A	75	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	75	A	42.1	A	25.7	A	35.1	A	28.2	A	20	A	20	A	627.3	P	350.7	P	1093.8	P	20	A	20	A	20	A	20	A	20	A	21.6	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A
YEL022W	GEA2	260.5	P	156.8	P	188.6	P	250	P	186.7	P	193.8	P	161.9	P	188.2	P	336.1	P	351.4	P	231.9	P	243.3	P	278.3	P	254.6	P	451.5	P	188.2	P	336.1	P	407.2	P	327	P	263.8	P	274	P	331.6	P	474.1	P	415.9	P	213.5	P	341.3	P	326.4	P	292.1	P	75.4	P	88.8	P	77.7	P	120.4	P	112.2	P	129	P	224.7	A	196.4	P	316.1	P	580.9	A	379.3	A	129	P	254.8	P	553.5	A	692	A	569.1	A	521.4	P
YEL023C	YEL023C	39.1	A	20	A	20	A	55	A	101	A	20	A	50.6	P	22.9	A	52.8	P	83.3	P	47.4	P	20	A	68.1	P	27.9	A	96.6	P	22.9	A	52.8	P	54.2	P	40.5	A	28.3	P	41.6	A	43.6	P	59.8	P	75	A	30.5	A	183.8	A	45.4	A	49.3	P	28.6	A	20.3	A	41.4	P	42	P	20	A	28	A	20	A	112.8	P	33.7	A	189.6	A	105.2	P	28	A	32.3	A	20	A	103.1	A	76.8	A	81.9	A
YEL024W	RI11	823.9	P	392.4	P	509.5	P	524.9	P	347	P	407.1	P	390.6	P	202.8	P	309.7	P	384	P	437	P	258.2	P	383.9	P	369.7	P	568.3	P	202.8	P	309.7	P	563.6	P	252.7	P	206.2	P	268.6	P	233.9	P	344.5	P	675	P	696.3	P	1531.3	P	218.1	P	225.2	P	221.1	P	228.8	P	187.4	P	185.2	P	261	P	826	P	639.4	P	2328.8	P	3229.7	P	2387.5	P	2513	P	826	P	963.9	P	1887.4	P	3068.1	P	1269.8	P	1445	P
YEL025C	YEL025C	48.8	A	28	A	20	A	22.5	A	114.2	A	90.5	A	74.9	P	20	A	44.4	A	83.3	P	20	A	20	A	20	A	20	A	20	A	20	A	44.4	A	94.3	A	44.6	A	44	A	68.5	A	69.8	P	95.3	P	20.5	A	55.9	A	35	A	74.7	A	96.8	P	54.6	P	29	P	55.2	P	62.5	P	66.6	P	32	A	59.5	A	121.2	P	181.4	P	81.9	A	110.1	A	32	A	29.5	A	156.8	A	195.4	P	20	A	64.3	A
YEL026W	YEL026W	4616.1	P	3699.5	P	2515.4	P	3067	P	4792.7	P	7986.6	P	2970.8	P	4119.5	P	8024.2	P	2749.7	P	3519.3	P	3126.7	P	5788.7	P	5186.2	P	7039.4	P	4119.5	P	8024.2	P	4476.7	P	3654.3	P	3576.6	P	3653.2	P	3666.9	P	4928.1	P	7438.5	P	2907.1	P	5276.5	P	6017.8	P	4933.6	P	1758.6	P	782.8	P	462.6	P	568	P	3713.4	P	7579	P	3491.4	P	2681.7	P	1917.4	P	2798.5	P	1800.9	P	7579	P	3451.3	P	3217.6	P	8490.4	P	10400.3	P	7775.6	P
YEL027W	CUP5	7460.7	P	5986.3	P	5488.9	P	4514.3	P	6145.7	P	10209.4	P	4545.3	P	8185	P	12115.5	P	9669.2	P	10255.3	P	5793.8	P	13048.1	P	10236.4	P	15213	P	8185	P	12115.5	P	12764.3	P	9469.6	P	7089.3	P	7086.1	P	8354.9	P	9535	P	12674.7	P	4142.1	P	12688.1	P	10366.8	P	9082.4	P	7260.6	P	4512.6	P	5323.8	P	4657.8	P	7660.1	P	10552	P	12252.9	P	13969.2	P	13490.1	P	14743.4	P	14209.2	P	10552	P	11405.5	P	10173.1	P	20024.4	P	16251	P	13297.7	P
YEL028W	YEL028W	24.4	A	48.5	P	39.2	A	102.5	A	182.3	P	142.2	A	113.3	P	37.4	A	101.4	P	43.5	A	56.6	P	36.5	A	79.2	P	55.8	P	114.6	P	37.4	A	101.4	P	130.4	P	135.1	P	64.9	P	49.7	P	68.1	P	99.7	P	115.9	P	101.6	A	113.8	A	80.5	P	80.9	P	78	P	47.3	P	82.7	P	70.4	P	70	P	97	P	115.6	P	213.2	P	229.2	P	189.6	P	242.2	A	97	P	102.5	A	57.2	A	316.2	P	69.8	A	138.9	P
YEL029C	YEL029C	39.1	P	22	A	58.8	P	60	P	138.4	P	20	A	107.3	P	34.3	P	119.4	P	58	A	39.6	P	20.3	A	63	P	27.9	P	103.3	P	34.3	P	119.4	P	134.4	P	97.3	P	75.9	P	48.4	P	87.3	P	104.1	P	20	A	132.1	P	61.3	A	74.7	P	22.9	A	42.9	P	29	P	25.1	P	20.4	A	63.3	P	65	P	52.5	P	98.2	P	131.4	A	153.2	A	112.6	A	65	P	86.8	A	250.9	P	325.7	P	80.3	A	133.7	A
YEL030W	ECM10	57	P	32.6	P	41.6	A	92.5	P	107.6	P	187.4	P	101.2	P	20	A	23.6	A	39.9	A	30.4	P	20	A	20	A	21.8	A	35.9	A	20	A	23.6	A	20	A	52.7	A	21.5	P	20.1	A	61.1	P	36.6	P	68.2	P	61	A	26.3	A	39.5	A	26.4	P	20	A	33.8	P	20	A	20	A	27.8	A	28	A	52.5	A	118.1	P	217.3	P	107.7	A	80.7	A	28	A	102.5	A	250.9	A	211.7	A	233.9	P	171	P
YEL031W	SPF1	1419.8	P	874.9	P	698.1	P	2187.2	P	1065.3	P	2061.3	P	985.6	P	985.9	P	1476.2	P	1133.9	P	1197.9	P	1189.6	P	1428.1	P	1416.9	P	1900.2	P	985.9	P	1476.2	P	1359.9	P	1240.6	P	859.3	P	770.9	P	879.6	P	1414.5	P	1288.6	P	386.3	P	1470.1	P	1645.3	P	1259.8	P	598.3	P	538.6	P	782.3	P	1136	P	1151.9	P	720	P	433.9	P	576.1	P	654	P	867.6	P	890.7	P	720	P	288.1	P	697.4	P	1986.6	P	872.9	P	1140.3	P
YEL032W	MCM3	600.8	P	212.8	P	178.8	P	472.4	P	300.9	P	523.4	P	540.3	P	335.9	P	331.9	P	416.6	P	255.3	P	354.2	P	377.9	P	384.5	P	570.5	P	335.9	P	331.9	P	212.6	P	137.8	A	87.9	P	161.2	A	134.4	P	189.4	P	395.4	P	162.6	A	708.8	P	314.7	P	309.7	P	45.5	P	38.6	P	48.3	P	88.6	A	166.6	P	328	P	82.9	P	243.2	P	371.5	P	83.4	A	20	A	328	P	212.4	P	238	P	675.8	P	206	P	552.5	P
YEL033W	YEL033W	452.7	A	20	A	41.6	A	454.9	P	481	P	303.7	A	184.2	A	20	A	168	A	20	A	20	A	20	A	130	A	84.6	A	101.1	A	20	A	168	A	40.1	A	102.7	A	75.9	A	145.1	A	20	A	170.6	A	381.8	A	177.9	A	892.5	A	121.5	A	72.1	A	62.4	A	28	A	43.3	A	20	A	30	A	1082	P	867	P	1720.6	P	1276.4	P	1607.8	P	1857.2	P	1082	P	2035	P	1219.5	P	3712.6	P	2504.6	P	1698	A
YEL034W	TIF51A	7452.6	P	5322.8	P	8009.2	P	6814	P	5899.7	P	11301.4	P	4298.4	P	6659.2	P	8174.2	P	4995.8	P	5761.6	P	6439.9	P	9718.5	P	6524.6	P	10091.9	P	6659.2	P	8174.2	P	7354.9	P	5578.8	P	3518	P	4037.3	P	4084.1	P	5637	P	8999.8	P	5895.5	P	13116.9	P	6464.3	P	5535.3	P	3064.5	P	1404.5	P	1067.5	P	1529.1	P	3515.7	P	20505	P	15548.7	P	16932.5	P	23476.7	P	22339.5	P	43914.6	P	20505	P	18942.5	P	24912.4	P	27798.4	P	23631	P	20741.6	P
YEL035C	UTR5	20	A	20	A	20	A	20	A	81.3	A	20	A	20	A	20	A	20	A	20	A	20	A	48.7	A	20	A	20	A	20	A	20	A	20	A	20	A	77	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	76.1	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	46.5	A	20	A	20	A	20	A	20	A	67.5	A	56	A
YEL036C	AN11	1183.7	P	468.9	P	1109.5	P	1062.3	P	1172.9	P	3075.7	P	1357.9	P	753	P	922.1	P	797	P	800.5	P	509.6	P	1368.2	P	1051.5	P	1246.6	P	753	P	922.1	P	595.7	P	496	P	420.3	P	413.7	P	595.2	P	744.4	P	1295.4	P	594.6	P	1741.3	P	882.7	P	814.6	P	388.9	P	175.7	P	200.6	P	315.8	P	612.1	P	2492	P	684.1	P	2143.2	P	1779.4	P	2056.8	P	1744.6	P	2492	P	1260.3	P	1511	P	1583.6	P	2948.1	P	1925	P
YEL037C	RAD23	633.4	P	337.8	P	808.3	P	664.9	P	740.2	P	1020.9	P	483.7	P	566.8	P	834.6	P	684.7	P	597.5	P	463.7	P	794.3	P	501.4	P	878.2	P	566.8	P	834.6	P	862.4	P	609.5	P	465.3	P	529.2	P	567.2	P	667.9	P	913.6	P	330.4	P	1102.6	P	670.4	P	582.4	P	245.8	P	217.2	P	244.5	P	421.5	P	662	P	1121	P	180.1	P	639.7	P	760.4	P	779.6	P	256.9	A	1121	P	301.9	P	697.4	P	993.3	P	770.5	P	459.2	P
YEL038W	UTR4	539	P	361.3	P	617.2	P	697.4	P	639.2	P	1111.4	P	740.7	P	454.5	P	1091.6	P	699.2	P	632.9	P	388	P	770.9	P	530.1	P	873.7	P	454.5	P	1091.6	P	1845.2	P	828.4	P	718	P	855.5	P	825.5	P	979.2	P	1097.7	P	294.8	P	778.8	P	587	P	638.7	P	170.4	P	263.5	P	452.6	P	644.1	P	655.4	P	850	P	156.7	P	338.3	P	332.4	P	265.4	P	208	A	850	P	194.8	A	258.3	A	484.4	P	602.9	P	425	P
YEL039C	CYC7	70	P	60.6	P	1851.7	P	669.9	P	287.7	P	407.1	P	493.8	P	29.1	P	81.9	P	778.9	P	740.4	P	235.2	P	434.7	P	120.3	P	399.8	P	29.1	P	81.9	P	1030.9	P	117.6	P	170.6	P	243.1	P	150.1	P	139.6	P	661.3	P	294.8	P	166.3	P	84.9	P	31.7	A	149.6	P	544.4	P	931.5	P	687.3	P	441	P	52	A	134	P	2656.4	P	1914.1	P	1208.9	P	462.5	P	52	A	201.3	P	570.1	P	331.1	P	231.6	A	137.9	A
YEL040W	UTR2	6081.6	P	2316.4	P	3340.8	P	4451.8	P	3077.2	P	4904.4	P	2873.7	P	2645.8	P	5509.2	P	1460	P	2212.6	P	1560	P	2823.7	P	2279.2	P	3614	P	2645.8	P	5509.2	P	3357.5	P	3161	P	3135.4	P	4461.7	P	4618.1	P	5572.8	P	3838.5	P	2678.4	P	4830.2	P	2877.9	P	2825.7	P	703.7	P	306	P	149.2	P	226.1	P	975.3	P	10307	P	3266	P	2140.1	P	1925	P	3622.1	P	3736.4	P	10307	P	1444	P	2237.9	P	7064.3	P	6361.7	P	4937.4	P
YEL041W	YEL041W	30.9	P	20	A	78.4	P	87.5	P	37.3	A	168	P	133.6	P	20	A	20	A	25.4	A	21.2	A	20	A	24.4	P	20	A	20	A	20	A	20	A	48.1	A	20	A	20	A	22.8	A	33.2	P	22.2	A	95.5	A	198.2	P	87.5	A	23.4	A	29.9	A	20	A	20	P	52	P	54.5	P	35.5	A	79	A	63.1	P	134.2	P	166.2	P	175.9	A	20	A	79	A	20	A	83	A	107.2	A	58.2	A	29	A
YEL042W	GDA1	682.2	P	406	P	181.2	P	594.9	P	577.7	P	691.4	P	481.6	P	219.4	P	588.8	P	257.2	P	415.1	P	277.1	P	635.8	P	560.6	P	777.2	P	219.4	P	588.8	P	320.9	P	496	P	373.7	P	396.2	P	589.9	P	628.1	P	559.1	P	157.6	P	490	P	556.3	P	573.6	P	254.9	P	133.2	P	95.9	P	127.2	P	457.7	P	1298	P	360.8	P	349	P	311.8	P	546.1	P	237.3	A	1298	P	220.7	P	426.2	P	712.4	P	1227.9	P	846.9	P
YEL043W	YEL043W	299.6	P	153	P	252.3	P	334.9	P	173.5	P	432.9	P	281.3	P	182	P	341.6	P	289.8	P	238.3	P	223	P	206.2	P	279	P	415.5	P	182	P	341.6	P	302.9	P	302.7	P	222.9	P	224.3	P	342.1	P	411	P	245.4	P	188	P	306.3	P	292.8	P	248.1	P	132.7	P	180.5	P	176.1	P	198.8	P	207.7	P	1505	P	258.8	P	622.9	P	778.9	P	775.1	P	761	P	1505	P	606.6	P	1291.5	P	1489.9	P	1763.2	P	983.7	P
YEL044W	YEL044W	620.4	P	346.2	P	306.2	P	637.4	P	459.1	P	697.9	P	718.4	P	512.7	P	526.3	P	347.8	P	345.1	P	363.6	P	541.4	P	404.6	P	721	P	512.7	P	526.3	P	683.9	P	382.5	P	235	P	251.2	P	586.4	P	684.6	P	940.9	P	330.4	P	1067.6	P	377.7	P	325.5	P	663.4	P	601.4	P	342.3	P	271.5	P	229.9	P	884	P	407.6	P	500.1	P	600.7	P	772.1	P	560.3	P	884	P	243.8	P	496.3	P	1096.4	P	764.7	P	515.2	P
YEL045C	YEL045C	20	A	20	A	20	A	25	A	37.3	A	32.3	A	20	A	20	A	86.1	A	20	A	54.4	A	20	A	54.8	A	42.7	A	69.6	A	20	A	86.1	A	196.6	P	160.8	A	65.4	A	63.1	A	73.3	A	125.2	A	20	A	20	A	87.5	A	48.3	A	82.7	P	53.3	A	20.3	A	53.9	A	20	A	38.9	A	20	A	71.6	P	102.8	A	20	A	72.8	A	173.7	A	20	A	20	A	20	A	276.8	A	81.5	A	139.9	A
YEL046C	GLY1	3901.3	P	1537.7	P	1158.5	P	2014.7	P	1177.3	P	2229.3	P	1950.9	P	1122.2	P	1597.1	P	938.3	P	1226.9	P	840.8	P	1149.8	P	1752.6	P	1830.6	P	1122.2	P	1597.1	P	996.8	P	1109.5	P	944.1	P	729.3	P	1274.1	P	1600.6	P	1650	P	1438.3	P	3543.9	P	1436	P	1411.1	P	1716.9	P	1698.9	P	1003	P	630.5	P	1386.3	P	7866	P	3763.6	P	2029.7	P	1750.1	P	4902.3	P	4499.9	P	7866	P	3614.7	P	3450.1	P	8533.8	P	9285.3	P	7280.1	P
YEL047C	YEL047C	258.9	P	194.7	P	254.7	P	467.4	P	281.1	P	394.2	P	376.4	P	302.6	P	436.1	P	311.6	P	361.3	P	315	P	377.9	P	334.8	P	505.4	P	302.6	P	436.1	P	581.7	P	486.5	P	221.9	P	298.2	P	401.4	P	621.4	P	463.6	P	218.5	P	350	P	431.8	P	304.4	P	228.9	P	283.8	P	403.1	P	614.6	P	538.7	P	1794	P	848.6	P	1338.5	P	1779.4	P	2014.3	P	1154.9	P	1794	P	764.5	P	1928	P	3135.9	P	2030.9	P	1882.5	P
YEL048C	YEL048C	47.2	P	20	A	20	A	115	P	65.9	A	32.3	A	32.4	A	49.9	P	70.8	P	20	A	24	A	20	A	20	A	62.8	P	76.4	P	49.9	P	70.8	P	20	A	20	A	23	A	20	A	20.9	A	20	A	27.3	A	20	A	78.8	A	43.9	P	45.7	P	26	P	20	A	20	A	20	A	20	A	92	P	84.4	P	43.7	A	20	A	50.1	A	71	A	92	P	20	A	20	A	25.8	A	72.2	A	35.2	A
YEL049W	PAU2	345.2	P	203	P	129.8	P	479.9	P	626	P	846.5	P	599	P	208	P	280.5	P	206.5	P	200.8	P	347.4	P	396.1	P	238	P	395.3	P	208	P	280.5	P	300.9	P	216.2	P	178.5	P	200.1	P	279.3	P	315.7	P	484.1	P	294.8	P	778.8	P	234.2	P	241	P	98.9	P	166	P	203.1	P	245.4	P	116.6	P	344	P	110.6	P	314.5	P	167.3	P	125.9	P	20	A	344	P	122.8	P	437.3	P	176.4	P	375.9	P	89.1	P
YEL050C	RML2	832	P	437.1	P	1535.7	P	1514.8	P	1183.9	P	2112.9	P	997.7	P	373.4	P	504.1	P	550.7	P	459.6	P	559.6	P	588.1	P	571.1	P	662.6	P	373.4	P	504.1	P	830.4	P	450	P	365.3	P	521.1	P	391	P	428.7	P	1445.4	P	1346.8	P	2073.9	P	360.1	P	302.6	P	261.4	P	203.7	P	252.6	P	285.1	P	292.1	P	649	P	236.1	P	616	P	705	P	549.1	P	516.3	P	649	P	329.6	P	546.1	P	970.2	P	768.1	P	991	P
YEL051W	VMA8	876	P	615.1	P	783.8	P	729.9	P	1027.9	P	1421.6	P	566.6	P	1031.7	P	1274.9	P	1018	P	1063.5	P	935.4	P	1526.6	P	1158.8	P	1837.3	P	1031.7	P	1274.9	P	1113.2	P	1033.9	P	978.7	P	795.1	P	863.9	P	1282.7	P	1677.2	P	706.4	P	1505.1	P	881.2	P	816.4	P	844.2	P	585.9	P	438.2	P	357.9	P	473.2	P	743	P	555.1	P	835.3	P	847.3	P	1424.3	P	1057.1	P	743	P	256.7	P	597.8	P	1325.7	P	780.9	P	943.3	P
YEL052W	AFG1	213.3	P	73.5	P	225.3	P	215	P	195.5	P	297.2	P	123.4	P	158.1	P	231.9	P	340.5	P	461	P	183.8	P	434.7	P	225	P	345.9	P	158.1	P	231.9	P	505.4	P	316.2	P	242.3	P	221.6	P	228.6	P	286.9	P	347.7	P	218.5	P	437.5	P	235.7	P	195.3	P	267.9	P	185.3	P	267.7	P	198.8	P	146.6	P	684	P	460.8	P	1219.7	P	1246	P	825.1	P	416	P	684	P	382.2	P	869	P	943.1	P	1054.5	P	694.5	P
YEL053C	MAK10	50.5	P	37.1	P	120	P	30	A	68.1	P	116.3	A	52.6	P	29.1	P	73.6	P	79.7	P	52.3	P	20	A	55.9	A	41.9	P	103.3	P	29.1	P	73.6	P	28.1	P	28.4	A	29.3	P	51	P	38.4	P	58.7	P	20	A	76.2	P	20	A	62.9	P	33.4	P	20	A	20	P	33.2	P	21.6	A	57.8	P	115	A	46.8	A	108.9	P	102.1	P	109.2	A	88.1	A	115	A	79.4	A	95.9	A	131.6	A	186.2	A	132.7	A
YEL054C	RPL12A	5861.8	P	3893.4	P	2045.2	P	3374.5	P	4179.8	P	4949.6	P	2515.5	P	4190.2	P	5096.7	P	3970.6	P	4020	P	2216.9	P	5683	P	5241.1	P	7032.6	P	4190.2	P	5096.7	P	2894.2	P	3027.2	P	1751.1	P	1946.1	P	2638.9	P	2827.9	P	5740.8	P	2337.9	P	7315.4	P	5165.9	P	4777	P	1295.5	P	807.9	P	342.3	P	240.8	P	3315.7	P	11770	P	7396.1	P	4669.2	P	3304.6	P	8538.1	P	7164.5	P	11770	P	6429.9	P	3287.7	P	17362.1	P	16796.8	P	13914.5	P
YEL055C	POL5	428.2	P	275.7	P	176.3	P	379.9	P	399.8	P	478.2	P	309.6	P	242.3	P	347.2	P	300.7	P	170.4	P	171.7	P	362.6	P	351.4	P	453.7	P	242.3	P	347.2	P	152.4	P	162.2	P	132.9	P	170.6	P	263.5	P	247	P	409.1	P	96.6	A	472.5	P	335.2	P	279.8	P	79.3	P	69.5	P	27.6	P	22.7	A	204.4	P	395	P	279.3	P	156.5	P	57.6	A	151.7	P	249.6	P	395	P	118.2	A	70.1	A	416.6	P	457.4	P	504.8	P
YEL056W	HAT2	337.1	P	145.4	P	364.9	P	349.9	P	340.4	P	329.5	P	277.2	P	273.5	P	433.3	P	369.5	P	403.8	P	232.5	P	479.4	P	419.4	P	534.6	P	273.5	P	433.3	P	461.3	P	347.3	P	294.1	P	263.2	P	336.8	P	337.8	P	456.8	P	315.1	P	682.5	P	366	P	351.9	P	326.5	P	423.8	P	422.5	P	273.8	P	124.4	P	1107	P	411.2	P	757.9	P	747.4	P	846.4	P	721.8	P	1107	P	1078.4	P	1416.9	P	2264.7	P	1649.2	P	1611.9	P
