# From http://www.ebi.ac.uk/huber-srv/actinomycinD/ , Supplementary Table 1, Antisense artifacts in transcriptome microarray experiments are resolved by actinomycin D, Fabiana Perocchi+, Zhenyu Xu+, Sandra Clauder-Münster and Lars M. Steinmetz*. Nucleic Acids Research, 26 September 2007
orf	annotation	chr	start	end	strand	actd.level	no.actd.level	sense.fold.diff	sense.overlap	asense.actd.level	asense.no.actd.level	asense.fold.diff	asense.overlap
YGL206C	Verified	7	102547	107508	-	3.739544497	3.656793077	0.082751421	3	-1.560127706	-0.527102907	-1.033024799	4
YGL207W	Verified	7	98973	102080	+	3.585693443	3.396871545	0.188821898	3	-1.381669875	-0.384740808	-0.996929068	4
YGL208W	Verified	7	97342	98589	+	2.279100613	2.210914286	0.068186327	3	-0.793902008	-0.048139181	-0.745762827	4
YGL209W	Verified	7	95862	97010	+	2.419252205	2.240488767	0.178763438	3	-0.430468894	-0.079603747	-0.350865147	4
YGL210W	Verified	7	93797	94465	+	2.668834949	2.496732159	0.17210279	3	-1.430922102	-0.833466075	-0.597456027	4
YGL211W	Uncharacterized	7	92516	93595	+	2.772190748	2.376642109	0.395548638	3	-1.323709337	-0.571535644	-0.752173694	4
YGL212W	Verified	7	91436	92386	+	2.040116236	1.628906559	0.411209678	3	-1.312581417	-0.741721456	-0.570859961	4
YGL213C	Verified	7	90058	91251	-	2.991464735	3.06402777	-0.072563035	3	-1.44732334	-0.869533553	-0.577789787	4
YGL215W	Verified	7	87980	89338	+	4.401831271	4.216876607	0.184954664	3	-1.26842185	0.139473266	-1.407895116	2
YGL216W	Verified	7	84884	87301	+	1.879814482	1.631671226	0.248143255	3	-1.476213168	-0.97308878	-0.503124387	4
YGL219C	Verified	7	82877	84256	-	2.773805552	2.622721965	0.151083587	3	-1.473751456	-0.379976591	-1.093774865	4
YGL220W	Uncharacterized	7	82373	82735	+	4.825524442	4.658004903	0.167519539	3	-1.430544312	-0.014421454	-1.416122857	4
YGL221C	Verified	7	81425	82291	-	3.880713082	3.807801217	0.072911866	3	-1.130620353	-0.230136708	-0.900483645	4
YGL222C	Verified	7	80658	81185	-	1.501344889	1.557410051	-0.056065162	3	-0.911507011	-0.672032396	-0.239474615	4
YGL223C	Verified	7	79111	80364	-	2.83798448	2.717476419	0.120508061	3	-1.081663882	-0.929468412	-0.15219547	4
YGL224C	Verified	7	78014	78856	-	2.645070414	2.196962361	0.448108053	3	-0.455578626	-0.050856201	-0.404722425	4
YGL225W	Verified	7	76893	77906	+	4.505213603	4.650829702	-0.145616099	3	-1.367940904	-0.599890133	-0.768050771	4
YGL226C-A	Verified	7	72748	73157	-	2.358779636	2.406262597	-0.047482961	3	-1.416288603	-1.584142379	0.167853776	4
YGL226W	Uncharacterized	7	73339	73710	+	2.344699403	2.219496676	0.125202727	3	-1.187275631	-0.774198701	-0.41307693	4
YGL227W	Verified	7	69671	72547	+	0.913883345	0.772018991	0.141864355	3	-1.534831314	-1.537376698	0.002545384	4
YGL228W	Verified	7	67598	69331	+	3.626890438	3.424856749	0.202033689	3	-1.320078238	-0.191216203	-1.128862035	4
YGL229C	Verified	7	64503	66959	-	1.900480312	1.948573562	-0.04809325	3	-1.529942043	-1.356776703	-0.17316534	4
YGL230C	Uncharacterized	7	63772	64215	-	-0.872626623	-0.951693062	0.079066439	4	-0.549573457	-0.722831112	0.173257656	4
YGL231C	Uncharacterized	7	63048	63620	-	3.507560928	3.654182292	-0.146621364	3	-1.556449218	-0.935461535	-0.620987683	4
YGL232W	Verified	7	62075	63002	+	1.518855678	1.521440068	-0.00258439	3	-1.44477926	-1.37735099	-0.06742827	4
YGL233W	Verified	7	59122	61854	+	2.056637803	1.861589215	0.195048588	3	-1.592496905	-1.472621233	-0.119875672	4
YGL234W	Verified	7	56482	58890	+	4.269615484	4.716544766	-0.446929282	3	-1.188064851	1.339195414	-2.527260265	2
YGL235W	Uncharacterized	7	55279	55815	+	-0.557818247	-0.646434581	0.088616333	4	2.121288464	1.66029844	0.460990025	3
YGL236C	Verified	7	53787	55796	-	2.072068464	1.848867915	0.223200549	3	-1.159600037	-0.478951541	-0.680648496	4
YGL237C	Verified	7	52731	53528	-	2.094182924	1.847259113	0.24692381	3	-1.227266502	-0.650393889	-0.576872613	4
YGL238W	Verified	7	49552	52434	+	3.469889856	3.242594524	0.227295332	3	-1.52688622	-0.578302559	-0.948583661	4
YGL240W	Verified	7	48613	49365	+	0.835270855	0.621521592	0.213749263	3	-0.654231093	-0.875561664	0.221330571	4
YGL241W	Verified	7	45445	48459	+	2.11069763	1.896043268	0.214654362	3	-1.576361099	-1.503540459	-0.072820639	4
YGL242C	Uncharacterized	7	44652	45197	-	3.757156129	3.663046158	0.094109971	3	-1.446465464	-0.223433135	-1.223032329	4
YGL243W	Verified	7	43307	44509	+	2.048156917	1.59319704	0.454959878	3	-1.439067576	-1.162007832	-0.277059743	4
YGL244W	Verified	7	41498	43174	+	3.235946281	2.906412008	0.329534273	3	-1.250420213	-0.575365531	-0.675054682	4
YGL245W	Verified	7	39023	41149	+	4.26461554	4.195436144	0.069179396	3	-1.295678339	-0.129248956	-1.166429384	4
YGL246C	Verified	7	37617	38780	-	3.073546383	2.727730141	0.345816242	3	-1.5585877	-1.064144242	-0.494443458	4
YGL247W	Verified	7	36933	37526	+	2.416355734	2.337346322	0.079009412	3	-0.627508749	-0.559705072	-0.067803677	4
YGL248W	Verified	7	35653	36762	+	1.822952014	1.831308232	-0.008356217	3	-0.676116028	-0.462734125	-0.213381903	4
YGL249W	Verified	7	33098	35212	+	-1.178677306	-1.301853597	0.123176291	4	-0.266210734	-0.649104811	0.382894078	4
YGL250W	Uncharacterized	7	31910	32635	+	1.741261019	1.669068945	0.072192073	3	-0.146132165	-0.235552146	0.089419981	4
YGL251C	Verified	7	27921	31636	-	0.125135514	-0.016867577	0.142003091	1	-0.792873512	-1.066299962	0.27342645	4
YGL252C	Verified	7	25718	27484	-	3.055756218	2.805484117	0.250272101	3	-1.445778035	-0.622910743	-0.822867292	4
YGL253W	Verified	7	23935	25395	+	5.425391043	5.380671563	0.04471948	3	-1.176603901	1.604026023	-2.780629923	2
YGL254W	Verified	7	22304	23203	+	2.195002481	2.02318617	0.171816311	3	-1.310437378	-0.981147946	-0.329289432	4
YGL255W	Verified	7	20978	22108	+	1.909262876	1.484343873	0.424919003	3	-1.199237681	-1.193129023	-0.006108658	4
YGL256W	Verified	7	14910	16307	+	2.928179942	2.717484231	0.210695711	3	-1.504067334	-0.915495381	-0.588571953	4
YGL257C	Verified	7	12481	14157	-	3.19894574	3.095360463	0.103585277	3	-0.798314928	-0.28891666	-0.509398267	4
YGL258W	Uncharacterized	7	11110	11730	+	-0.372504633	-0.523517601	0.151012968	4	-0.187425302	-0.620441845	0.433016543	4
YGL258W-A	Uncharacterized	7	9162	9395	+	0.275103398	0.188326426	0.086776972	3	-1.464726004	-1.602376026	0.137650021	4
YGL259W	Uncharacterized	7	8470	8967	+	0.952900969	1.194917985	-0.242017016	3	-1.595910292	-1.592345131	-0.003565161	4
YGL261C	Uncharacterized	7	6290	6652	-	-0.230442758	0.064925036	-0.295367794	2	-1.316296665	-1.257182668	-0.059113998	4
YGL262W	Uncharacterized	7	5312	5839	+	-1.100608784	-1.330861088	0.230252304	4	-1.587818878	-1.850710128	0.26289125	4
YGL263W	Verified	7	2790	3932	+	0.799003886	1.126514759	-0.327510872	3	-1.562070335	-1.616795793	0.054725458	4
YGR001C	Uncharacterized	7	497137	498038	-	2.795789436	2.786631608	0.009157827	3	-0.728889143	-0.243687849	-0.485201294	4
YGR002C	Verified	7	498480	499910	-	2.126304026	1.878650116	0.247653909	3	-1.470040078	-1.141664381	-0.328375697	4
YGR003W	Verified	7	500136	502370	+	1.252443928	0.99008644	0.262357487	3	-1.556131568	-1.582687833	0.026556265	4
YGR004W	Verified	7	502942	504330	+	2.235556458	2.165830217	0.06972624	3	-1.541312387	-1.310321107	-0.230991281	4
YGR005C	Verified	7	504661	505863	-	2.82629697	2.56010171	0.26619526	3	-1.427899331	-0.753089071	-0.67481026	4
YGR006W	Verified	7	506074	506829	+	1.371730906	1.144781385	0.226949521	3	-1.474273256	-1.333906358	-0.140366897	4
YGR007W	Verified	7	506973	507944	+	3.188237334	3.020875221	0.167362114	3	-1.238637589	-0.2118095	-1.02682809	4
YGR008C	Verified	7	508114	508368	-	4.180946611	4.276549107	-0.095602496	3	-1.341252663	-0.114265234	-1.226987428	4
YGR009C	Verified	7	509051	511006	-	2.872106049	2.390965064	0.481140986	3	-1.477021033	-0.718130416	-0.758890617	4
YGR010W	Verified	7	511549	512736	+	2.037501784	1.988710154	0.04879163	3	-0.461085619	-0.373210161	-0.087875459	4
YGR012W	Uncharacterized	7	513163	514344	+	2.439180836	2.144090675	0.295090161	3	-1.08543832	-0.363857865	-0.721580454	4
YGR013W	Verified	7	514558	516420	+	1.674652024	1.282255244	0.392396779	3	-1.498214104	-1.385151786	-0.113062317	4
YGR014W	Verified	7	516947	520867	+	2.598943504	2.422555669	0.176387835	3	-1.496667203	-0.638057126	-0.858610077	4
YGR015C	Uncharacterized	7	521094	522080	-	1.668135756	1.697383543	-0.029247788	3	-1.397522362	-1.34401392	-0.053508442	4
YGR016W	Uncharacterized	7	522265	522837	+	1.003071102	0.849886836	0.153184267	3	-1.35651679	-1.360610602	0.004093811	4
YGR017W	Uncharacterized	7	523791	524684	+	3.467073685	3.456275173	0.010798513	3	-1.146190633	-0.478926542	-0.667264091	4
YGR019W	Verified	7	525233	526648	+	1.862707833	2.163510727	-0.300802894	3	-1.167037313	-0.842461612	-0.324575702	4
YGR020C	Verified	7	526977	527333	-	4.28346199	4.230329901	0.053132089	3	-1.550937627	-0.40612713	-1.144810497	4
YGR021W	Uncharacterized	7	527636	528508	+	2.821349124	2.45307255	0.368276574	3	-1.273925669	-0.56890407	-0.7050216	4
YGR023W	Verified	7	529268	530923	+	2.932242856	2.769059146	0.16318371	3	-1.088657308	0.119280782	-1.20793809	2
YGR024C	Verified	7	531887	532600	-	3.115432738	2.981634538	0.1337982	3	-1.551123061	-0.897698783	-0.653424278	4
YGR026W	Uncharacterized	7	532989	533825	+	4.33729998	4.49547706	-0.15817708	3	-1.360949505	-0.317071099	-1.043878406	4
YGR027C	Verified	7	534136	534462	-	5.579523077	5.627521825	-0.047998748	3	-1.39866107	-0.202602653	-1.196058417	4
YGR028W	Verified	7	542207	543295	+	2.391852798	2.180442871	0.211409928	3	-1.678705006	-1.445450866	-0.23325414	4
YGR029W	Verified	7	543557	544209	+	3.175837865	3.164522411	0.011315454	3	0.352322068	0.28958933	0.062732738	3
YGR030C	Verified	7	545685	546161	-	1.094930655	0.861093136	0.233837519	3	-1.013642483	-1.295418206	0.281775723	4
YGR031W	Uncharacterized	7	546445	547473	+	2.883066427	2.601140687	0.281925741	3	-1.256096017	-0.587306862	-0.668789155	4
YGR032W	Verified	7	548268	553955	+	1.449286902	1.108799014	0.340487887	3	-1.608822813	-1.588757007	-0.020065806	4
YGR033C	Verified	7	554252	554971	-	4.02075687	3.886435326	0.134321544	3	-1.437489448	-0.356914647	-1.080574801	4
YGR034W	Verified	7	555933	556676	+	2.627038618	2.454906012	0.172132607	3	-1.605579708	-1.182741899	-0.422837809	4
YGR035C	Uncharacterized	7	557076	557426	-	2.342892169	2.096376967	0.246515203	3	-1.50851993	-1.596864977	0.088345047	4
YGR035W-A	Uncharacterized	7	557569	557790	+	-1.126918726	-0.05758487	-1.069333856	4	3.255359145	3.236121267	0.019237879	3
YGR036C	Verified	7	558153	558872	-	2.865475051	2.702498752	0.162976299	3	-1.457682616	-1.296496718	-0.161185898	4
YGR037C	Verified	7	559735	559998	-	4.486786685	4.677150282	-0.190363597	3	-1.204560619	-0.901618171	-0.302942447	4
YGR038W	Verified	7	560686	561354	+	3.357008379	3.573560838	-0.216552458	3	-1.046012961	-0.447979298	-0.598033663	4
YGR040W	Verified	7	575402	576508	+	1.900842933	1.743169947	0.157672985	3	-1.307141185	-1.123607276	-0.18353391	4
YGR041W	Verified	7	577491	579134	+	3.049496205	2.990170217	0.059325989	3	-0.1281641	0.575772212	-0.703936312	2
YGR042W	Uncharacterized	7	579480	580295	+	2.532514671	2.327854192	0.204660479	3	-1.512663265	-0.859074883	-0.653588382	4
YGR043C	Uncharacterized	7	580439	581440	-	-0.506095164	-0.397231786	-0.108863378	4	-1.56037096	-1.770222395	0.209851435	4
YGR044C	Verified	7	582994	583896	-	1.18691835	1.286916983	-0.099998633	3	-1.495323194	-1.23444992	-0.260873274	4
YGR045C	Uncharacterized	7	583938	584300	-	-0.271887228	-0.601356264	0.329469036	4	-1.531553627	-1.799113814	0.267560187	4
YGR046W	Uncharacterized	7	584899	586056	+	2.521892912	2.284305202	0.23758771	3	-1.611246214	-1.114933327	-0.496312887	4
YGR047C	Verified	7	586396	589473	-	1.606837008	1.250613233	0.356223775	3	-1.647070965	-1.509407786	-0.137663178	4
YGR048W	Verified	7	589830	590915	+	2.494789044	2.38839194	0.106397104	3	-1.48988747	-1.045902526	-0.443984944	4
YGR049W	Verified	7	591318	591881	+	2.74621906	2.746104864	0.000114196	3	-0.502632194	0.093747822	-0.596380016	2
YGR052W	Uncharacterized	7	593600	594709	+	-0.014084348	0.685326943	-0.699411291	2	-1.557404304	-1.631180793	0.07377649	4
YGR053C	Uncharacterized	7	594990	595841	-	0.222521094	0.236975384	-0.014454291	3	-1.62729829	-1.653493454	0.026195164	4
YGR054W	Uncharacterized	7	596697	598625	+	3.817226656	3.729801645	0.087425011	3	-1.492782465	-0.421914829	-1.070867636	4
YGR055W	Verified	7	599421	601145	+	3.957256878	3.761891942	0.195364936	3	-1.470579508	-0.535125352	-0.935454156	4
YGR056W	Verified	7	601665	604451	+	1.850032757	1.477442834	0.372589923	3	-1.483138153	-1.164374011	-0.318764142	4
YGR057C	Verified	7	604777	605505	-	1.621480604	1.338384454	0.28309615	3	-1.62145239	-1.63689426	0.01544187	4
YGR058W	Uncharacterized	7	606140	607147	+	1.555732653	1.31560121	0.240131443	3	-1.332915858	-1.179770007	-0.153145851	4
YGR059W	Verified	7	607567	609105	+	-1.443457217	-1.696995462	0.253538245	4	-1.621971647	-1.852472998	0.230501351	4
YGR060W	Verified	7	610568	611497	+	4.953542447	5.067190595	-0.113648148	3	-1.242971323	0.324014698	-1.56698602	2
YGR061C	Verified	7	611893	615969	-	3.411653643	3.612963532	-0.201309889	3	-1.473741856	-0.446985107	-1.026756749	4
YGR062C	Verified	7	616332	617282	-	2.175226172	2.074374702	0.10085147	3	-0.919504158	-0.786091988	-0.13341217	4
YGR063C	Verified	7	617520	617828	-	4.097867721	3.916021036	0.181846685	3	-0.377213616	-0.028263898	-0.348949718	4
YGR065C	Verified	7	618081	619862	-	1.78648504	1.777414666	0.009070373	3	-1.551330451	-1.37561398	-0.175716471	4
YGR066C	Uncharacterized	7	620925	621803	-	-1.033647254	-1.000361856	-0.033285399	4	-0.969024602	-1.298467095	0.329442493	4
YGR067C	Uncharacterized	7	622406	624790	-	-0.937360367	-1.065975821	0.128615454	4	-1.44038158	-1.718661007	0.278279427	4
YGR068C	Uncharacterized	7	625328	627088	-	1.551830776	1.153590195	0.398240581	3	-1.378471131	-0.941298448	-0.437172683	4
YGR070W	Verified	7	627810	631277	+	0.925242838	0.969291605	-0.044048767	3	-1.589649395	-1.503416588	-0.086232807	4
YGR071C	Uncharacterized	7	631485	634067	-	1.749630076	1.683075561	0.066554514	3	-1.645377883	-1.454631571	-0.190746312	4
YGR072W	Verified	7	634308	635471	+	1.487056205	1.247279765	0.239776439	3	-1.656595378	-1.74197119	0.085375811	4
YGR074W	Verified	7	635716	636156	+	3.796425625	3.582576054	0.213849571	3	0.208514371	0.439684715	-0.231170344	3
YGR075C	Verified	7	636151	636879	-	1.081254768	1.125172708	-0.04391794	3	-1.212000446	-1.056445279	-0.155555167	4
YGR076C	Verified	7	637108	637581	-	1.985256605	1.670537679	0.314718926	3	-1.586422344	-1.627153633	0.040731288	4
YGR077C	Verified	7	637748	639517	-	2.388109938	2.381518526	0.006591411	3	-1.367316841	-1.029158389	-0.338158452	4
YGR078C	Verified	7	639776	640375	-	2.688767995	2.288564708	0.400203287	3	-1.22717947	-0.729516246	-0.497663224	4
YGR079W	Uncharacterized	7	640724	641836	+	2.594809597	2.029403977	0.56540562	3	-1.28995187	-0.857771914	-0.432179956	4
YGR080W	Verified	7	642014	643012	+	2.925825437	3.022238955	-0.096413517	3	-1.213291415	-0.83949592	-0.373795495	4
YGR081C	Verified	7	643152	643784	-	1.785719524	1.508423988	0.277295536	3	-1.592784674	-1.771628719	0.178844045	4
YGR082W	Verified	7	644048	644599	+	4.352074629	4.37465782	-0.02258319	3	-1.412272424	0.031998218	-1.444270641	2
YGR083C	Verified	7	644864	646819	-	2.958533359	2.676814866	0.281718493	3	-1.600159676	-0.785482041	-0.814677635	4
YGR084C	Verified	7	647127	648146	-	3.407907524	3.243437508	0.164470016	3	-1.493781723	-0.192381042	-1.301400681	4
YGR085C	Verified	7	648387	648911	-	5.30517781	5.296391708	0.008786102	3	-1.068182119	0.082822152	-1.151004271	2
YGR086C	Verified	7	649602	650621	-	5.036790602	4.978336268	0.058454335	3	-1.161379762	1.188130429	-2.349510191	2
YGR087C	Verified	7	651294	652985	-	-1.247603361	-1.579276167	0.331672806	4	-1.45472299	-1.660479069	0.20575608	4
YGR088W	Verified	7	654605	656326	+	0.995662787	1.894681803	-0.899019017	3	-1.148542532	-0.915587597	-0.232954935	4
YGR089W	Uncharacterized	7	656964	659774	+	2.502746858	2.230249392	0.272497466	3	-1.576149467	-1.464005918	-0.112143548	4
YGR090W	Uncharacterized	7	662362	666075	+	3.307179972	3.082688206	0.224491766	3	-1.505615768	-0.652188378	-0.85342739	4
YGR091W	Verified	7	666345	667829	+	1.458844509	1.007340481	0.451504027	3	-1.459999207	-1.403556529	-0.056442679	4
YGR092W	Verified	7	668193	669911	+	1.67237313	1.423413784	0.248959346	3	-1.473265349	-1.425536292	-0.047729056	4
YGR093W	Uncharacterized	7	670392	671915	+	1.915524352	1.569076633	0.346447719	3	-1.550310205	-1.436456624	-0.11385358	4
YGR094W	Verified	7	672190	675504	+	4.285635264	4.059099956	0.226535308	3	-1.487453693	-0.355843694	-1.131609999	4
YGR095C	Verified	7	675675	676346	-	2.884718471	2.618626798	0.266091673	3	-1.458865333	-0.807142691	-0.651722642	4
YGR096W	Verified	7	676625	677569	+	1.589108943	1.466115041	0.122993902	3	-0.548242307	-0.472639342	-0.075602965	4
YGR097W	Verified	7	678699	682139	+	2.253742292	1.861941737	0.391800555	3	-1.507288248	-0.942895692	-0.564392555	4
YGR098C	Verified	7	682570	687462	-	1.426979321	1.313575855	0.113403466	3	-1.650794174	-1.615873667	-0.034920507	4
YGR099W	Verified	7	687903	689969	+	1.937755274	1.797062398	0.140692876	3	-1.37120994	-1.244416764	-0.126793176	4
YGR100W	Verified	7	690249	693101	+	1.613468615	1.429541366	0.183927249	3	-1.546709047	-1.508168054	-0.038540993	4
YGR101W	Verified	7	693367	694407	+	3.298839842	3.155034021	0.143805821	3	-1.176351969	-0.579531294	-0.596820675	4
YGR102C	Uncharacterized	7	694588	695139	-	2.134335415	1.907138406	0.227197009	3	-1.294437852	-1.236381368	-0.058056484	4
YGR103W	Verified	7	695421	697238	+	4.215778171	3.762412414	0.453365757	3	-1.352728066	-0.53335658	-0.819371486	4
YGR104C	Verified	7	697449	698372	-	2.242144613	2.108164045	0.133980568	3	-1.474945015	-1.214057267	-0.260887748	4
YGR105W	Verified	7	698603	698836	+	4.094718069	4.034806544	0.059911525	3	-1.133954594	-1.016231776	-0.117722818	4
YGR106C	Uncharacterized	7	698993	699790	-	4.879178605	5.016147538	-0.136968934	3	-1.464619731	-0.366754226	-1.097865505	4
YGR108W	Verified	7	703640	705055	+	2.771655557	2.646522272	0.125133286	3	-1.436232206	-1.01447443	-0.421757776	4
YGR109C	Verified	7	705363	706505	-	0.359323843	0.421814374	-0.062490531	3	-1.217832651	-1.42218798	0.20435533	4
YGR110W	Uncharacterized	7	713713	715050	+	-0.425701084	-0.411068879	-0.014632205	4	0.920009723	0.370518649	0.549491074	3
YGR111W	Uncharacterized	7	715832	717034	+	2.15140154	2.27361401	-0.122212471	3	-1.54450653	-1.342283989	-0.202222541	4
YGR112W	Verified	7	717362	718531	+	1.676639832	1.59636741	0.080272421	3	-1.455568874	-0.934433239	-0.521135635	4
YGR113W	Verified	7	718897	719928	+	2.936705932	2.768282568	0.168423365	3	-1.337322616	-0.720210045	-0.617112571	4
YGR116W	Verified	7	720413	724768	+	2.982709545	2.603999577	0.378709968	3	-1.493010496	-0.90666396	-0.586346537	4
YGR117C	Uncharacterized	7	725053	726483	-	2.465911557	2.224457049	0.241454509	3	-1.656039753	-1.43962965	-0.216410103	4
YGR118W	Verified	7	726978	727735	+	1.887857911	2.034074322	-0.146216411	3	-1.586446033	-1.222547528	-0.363898505	4
YGR119C	Verified	7	728051	729676	-	4.115197731	3.761824047	0.353373684	3	-1.180804303	0.850037942	-2.030842246	2
YGR120C	Verified	7	730038	730826	-	1.158796974	1.135589124	0.02320785	3	-0.740274531	-1.027863715	0.287589184	4
YGR121C	Verified	7	731454	732932	-	0.893888792	0.967639748	-0.073750957	3	1.680111547	1.18991985	0.490191698	3
YGR121W-A	Uncharacterized	7	733417	733632	+	-0.453704585	-0.526205463	0.072500878	4	-0.952247342	-1.396014007	0.443766665	4
YGR122W	Uncharacterized	7	733940	735148	+	1.616325136	1.546786021	0.069539115	3	-1.640125676	-1.614485658	-0.025640018	4
YGR123C	Verified	7	736667	738208	-	2.507158821	2.258193382	0.248965439	3	-1.570547308	-1.351186046	-0.219361262	4
YGR124W	Verified	7	739949	741667	+	5.071962864	4.90409392	0.167868944	3	-1.318488349	0.817736441	-2.13622479	2
YGR125W	Uncharacterized	7	742330	745440	+	1.922675627	1.760678255	0.161997372	3	-1.564318756	-1.455951894	-0.108366862	4
YGR126W	Uncharacterized	7	745840	746532	+	0.626512013	0.466672426	0.159839587	3	-1.43913201	-1.454135306	0.015003295	4
YGR127W	Uncharacterized	7	746803	747741	+	1.341915862	1.533963388	-0.192047527	3	-1.599798817	-1.619235995	0.019437178	4
YGR128C	Verified	7	747955	750096	-	2.906512128	2.5216106	0.384901528	3	-1.588748621	-1.252857701	-0.33589092	4
YGR129W	Verified	7	750405	751052	+	1.957793354	1.331712545	0.626080809	3	-1.558332028	-1.572567506	0.014235478	4
YGR130C	Uncharacterized	7	751399	753849	-	2.438553791	2.330430933	0.108122859	3	-0.423253494	-0.05803141	-0.365222084	4
YGR131W	Uncharacterized	7	754731	755255	+	0.405445393	0.618206813	-0.21276142	3	-1.268001871	-1.342891322	0.074889451	4
YGR132C	Verified	7	755594	756457	-	4.308373365	4.364284572	-0.055911208	3	-1.297731726	0.357139997	-1.654871723	2
