# From Lipson et al. Nature Biotech (2009) supplementary table 1
# downloaded from http://www.nature.com.ezp-prod1.hul.harvard.edu/nbt/journal/v27/n7/extref/nbt.1551-S2.xls on 8/28/2009
orf	gene	chan7	chan8	chan9	chan10	chan11	chan12	chan.avg	stdev	inter.channel.cv	inter.prep.cv	microarray	nagalakshmi
YDR198C	RKM2	36.2	38.7	34.6	34.1	33.8	33.4	35.13	2	0.057	0.045	390	15.5
YDR199W	YDR199W	2	2	1.6	1.8	1.6	1.5	1.75	0.22	0.124	0.250	NA	NA
YDR200C	VPS64	40	38.7	36.2	41.5	38.4	38.9	38.95	1.76	0.050	0.030	794	NA
YDR201W	SPC19	55.5	54.6	60.5	57.8	56.3	58	57.12	2.11	0.056	0.101	399	NA
YDR202C	RAV2	35	33.7	33.5	36	37.4	34.2	34.97	1.51	0.024	0.023	529	NA
YDR203W	YDR203W	0.2	0.2	0.2	0.2	0.3	0.3	0.23	0.05	0.000	0.433	NA	NA
YDR204W	COQ4	36.1	37.6	36.1	36.9	37.8	35.2	36.62	1	0.024	0.033	482	24.5
YDR205W	MSC2	38.1	42.5	42	40.8	42.2	40.2	40.97	1.66	0.059	0.081	1091	5
YDR206W	EBS1	52.7	54.1	51.8	50.9	53.9	52.7	52.68	1.22	0.022	0.023	451	11
YDR207C	UME6	39.3	37	38.5	41.7	38.9	41.8	39.53	1.89	0.031	0.041	651	15.5
YDR208W	MSS4	52.2	52.5	50.5	56.6	51.6	56.2	53.27	2.52	0.021	0.043	1552	17
YDR209C	YDR209C	0	0.2	0	0	0.1	0.1	0.07	0.08	1.732	N/A	NA	NA
YDR210C-C	YDR210C-C	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YDR210C-D	YDR210C-D	156.1	156.9	143.1	165	176.7	172.4	161.7	12.25	0.051	0.177	NA	NA
YDR210W	YDR210W	96.1	97.4	97.6	100.2	102.5	99.2	98.83	2.3	0.008	0.029	398	NA
YDR210W-A	YDR210W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YDR210W-B	YDR210W-B	202.5	196.1	198.7	196.9	183.6	201.2	196.5	6.78	0.016	0.084	NA	NA
YDR211W	GCD6	98.2	94.9	94.4	95.8	95.9	100.3	96.58	2.24	0.022	0.046	1069	19.5
YDR212W	TCP1	175.9	181.6	174.5	180.8	169.5	186.4	178.12	6	0.021	0.018	1852	61.5
YDR213W	UPC2	10.5	11	10.3	11.8	12.2	10.3	11.02	0.81	0.034	0.106	242	14
YDR214W	AHA1	145.9	154.4	151.5	140.5	146.8	143.7	147.13	5.09	0.029	0.031	1613	51
YDR215C	YDR215C	0.2	0.2	0.2	0.1	0.3	0	0.17	0.1	0.000	0.346	NA	1
YDR216W	ADR1	13.8	14.9	14.4	14.9	16	15	14.83	0.73	0.038	0.039	194	10.5
YDR217C	RAD9	42.4	39.3	40	40	39.7	41.9	40.55	1.28	0.040	0.042	610	28.5
YDR218C	SPR28	6.8	6	7.2	6.8	5.2	6.3	6.38	0.72	0.092	0.000	30	2
YDR219C	MFB1	27.3	29.4	30.8	27	31.7	29.8	29.33	1.87	0.060	0.120	215	16.5
YDR220C	YDR220C	0.3	1.2	0.2	0.3	0.2	0.3	0.42	0.39	0.972	0.495	NA	7
YDR221W	GTB1	16.3	15.5	14.7	15.2	14.9	13.8	15.07	0.84	0.052	0.092	261	8
YDR222W	YDR222W	20.5	18.9	17.7	18.6	20	19.2	19.15	1	0.074	0.049	409	21
YDR223W	CRF1	4	4.1	3.4	2.8	4.5	3.7	3.75	0.6	0.099	0.360	52	5
YDR224C	HTB1	1454.3	1461.5	1470.3	1489	1498.9	1493.3	1477.88	18.36	0.005	0.014	8248	543.5
YDR225W	HTA1	1331.3	1328.6	1338.5	1317.4	1346.9	1339.9	1333.77	10.33	0.004	0.007	5662	485.5
YDR226W	ADK1	891.6	888.8	881.9	892.4	879.4	883.9	886.33	5.37	0.006	0.023	4807	433
YDR227W	SIR4	42.7	40.4	37.1	39.9	44	40.5	40.77	2.39	0.070	0.036	696	14.5
YDR228C	PCF11	47.6	45.1	45.2	44.3	43.6	47.2	45.5	1.59	0.031	0.040	1090	11
YDR229W	IVY1	48.9	49.7	43.5	45.1	39	45.1	45.22	3.88	0.071	0.057	568	NA
YDR230W	YDR230W	1.2	0.7	1.6	1.7	1.2	1.2	1.27	0.36	0.387	0.225	NA	NA
YDR231C	COX20	53.9	51.9	51.6	49.5	49.3	52.8	51.5	1.81	0.024	0.071	302	NA
YDR232W	HEM1	100.7	100.8	104.1	107.5	112.1	109.8	105.83	4.74	0.019	0.121	2641	22
YDR233C	RTN1	653.1	644.9	652.6	645.2	690.7	654.2	656.78	17.11	0.007	0.010	3380	119
YDR234W	LYS4	195.9	195.6	200.4	195.7	201.1	192.9	196.93	3.16	0.014	0.007	2421	13
YDR235W	PRP42	45.1	46.9	47.1	47.7	46.9	46.1	46.63	0.91	0.024	0.044	594	NA
YDR236C	FMN1	60	60.1	59.7	59.4	61.6	59.8	60.1	0.77	0.003	0.013	394	NA
YDR237W	MRPL7	36.4	33.9	37.8	37.1	34.4	36.9	36.08	1.57	0.055	0.014	775	33
YDR238C	SEC26	208	199.2	204.7	226.5	227.5	227.1	215.5	12.95	0.022	0.155	2091	84.5
YDR239C	YDR239C	30.3	34.4	30.8	33.5	30.3	36.6	32.65	2.6	0.070	0.051	408	9.5
YDR240C	SNU56	22.9	26.9	25.6	25.9	27.8	28	26.18	1.88	0.081	0.071	363	31.5
YDR241W	BUD26	29.5	28.9	28.1	27.6	26.9	26.5	27.92	1.15	0.024	0.110	NA	65.5
YDR242W	AMD2	36.2	34.5	38	39.5	38.1	39.8	37.68	2.02	0.048	0.070	1154	NA
YDR243C	PRP28	12.1	13.7	14.4	16.2	15.9	14.7	14.5	1.5	0.088	0.158	328	NA
YDR244W	PEX5	34.1	33.7	34.8	35.7	33.8	33.2	34.22	0.9	0.016	0.069	418	1
YDR245W	MNN10	110.5	111.4	113.2	106.4	116.3	109.3	111.18	3.38	0.012	0.056	1057	36
YDR246W	TRS23	33.8	31.9	34.9	32.7	37.1	32.8	33.87	1.89	0.045	0.094	418	10
YDR246W-A	YDR246W-A	6.3	5.2	6.3	6	5.7	5.4	5.82	0.46	0.107	0.195	97	2
YDR247W	VHS1	20.8	22.1	22.2	18.8	21.9	21.1	21.15	1.28	0.036	0.051	330	12
YDR248C	YDR248C	61.9	65.7	61.1	60.6	59.5	63.9	62.12	2.29	0.039	0.073	345	79.5
YDR249C	YDR249C	35.6	39	38.8	36.6	39.7	37.7	37.9	1.57	0.050	0.037	485	4
YDR250C	YDR250C	5.5	6.3	5.6	5.2	7	5.9	5.92	0.65	0.075	0.028	NA	1
YDR251W	PAM1	65.2	64.2	66.6	62.4	59.4	69	64.47	3.34	0.018	0.027	1685	17.5
YDR252W	BTT1	16	16.5	14.6	16.6	16.2	19.2	16.52	1.5	0.063	0.023	112	8
YDR253C	MET32	18.8	18.3	18.9	19.6	18.3	15.6	18.25	1.38	0.017	0.056	199	42
YDR254W	CHL4	27.7	26.4	26.3	27	29.1	30.1	27.77	1.54	0.029	0.044	474	NA
YDR255C	RMD5	14.5	12.3	11.3	11.8	12.2	11.6	12.28	1.15	0.129	0.135	163	NA
YDR256C	CTA1	8.4	9.9	7.5	8.1	9.3	11.3	9.08	1.38	0.141	0.097	96	1
YDR257C	SET7	36.3	35.5	34.6	38.5	36.9	37.3	36.52	1.37	0.024	0.034	631	17.5
YDR258C	HSP78	71.1	79.6	80.3	72.8	73.5	71.7	74.83	4.06	0.067	0.065	815	217
YDR259C	YAP6	53.8	53.1	57.1	58.9	57.7	62.4	57.17	3.42	0.039	0.095	435	8
YDR260C	SWM1	34.3	34.5	37.5	38.1	39.5	39.5	37.23	2.33	0.051	0.052	255	7
YDR261C	EXG2	116.2	112.1	115.8	116	107.3	107.9	112.55	4.13	0.020	0.001	1739	23.5
YDR261C-C	YDR261C-C	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YDR261C-D	YDR261C-D	32.7	35.1	28.7	29.3	39.4	37.9	33.85	4.41	0.101	0.111	490	NA
YDR261W-A	YDR261W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YDR261W-B	YDR261W-B	97.9	119.9	104.3	120.3	106.7	125.9	112.5	11.04	0.105	0.146	2428	NA
YDR262W	YDR262W	96.1	100.2	94.7	101.1	103.5	101.4	99.5	3.38	0.029	0.025	1042	20
YDR263C	DIN7	14.3	11.9	13.5	12.2	11.7	12.4	12.67	1.02	0.092	0.079	258	7
YDR264C	AKR1	109.2	110.4	107.3	107.1	113	112.4	109.9	2.5	0.014	0.044	1111	52
YDR265W	PEX10	34	34.1	33.3	34.7	33.4	35.9	34.23	0.96	0.013	0.010	595	14.5
YDR266C	YDR266C	75.6	69.1	72	72.9	72.9	74.8	72.88	2.29	0.045	0.041	789	22.5
YDR267C	CIA1	48	47.9	50.4	47	47.6	46.3	47.87	1.39	0.029	0.011	509	28.5
YDR268W	MSW1	22.1	21.9	23.2	20.8	23.7	23.9	22.6	1.2	0.031	0.031	424	9.5
YDR269C	YDR269C	0.1	0	0.2	0	0	0.2	0.08	0.1	1.000	1.732	NA	NA
YDR270W	CCC2	31.9	29.4	30.4	32	29.4	31.2	30.72	1.17	0.041	0.019	664	NA
YDR271C	YDR271C	1.1	1.6	1.2	0.4	0.9	1.3	1.08	0.41	0.204	0.466	NA	NA
YDR272W	GLO2	91.2	90.7	89.8	91.3	91	92.2	91.03	0.79	0.008	0.051	635	61
YDR273W	DON1	10.4	11.1	10	10.9	8.4	10.5	10.22	0.97	0.053	0.053	371	5.5
YDR274C	YDR274C	0.4	0.2	0.2	0	0.4	0.3	0.25	0.15	0.433	0.892	NA	2
YDR275W	BSC2	44.1	41.1	39.7	41.8	38.4	44.1	41.53	2.31	0.054	0.033	521	9
YDR276C	PMP3	1427.2	1431.2	1420.6	1470	1478.4	1448.1	1445.92	23.87	0.004	0.042	3945	776
YDR277C	MTH1	110.1	108.2	112.4	110.2	111.3	117.9	111.68	3.35	0.019	0.009	1569	6.5
YDR278C	YDR278C	2.1	1.8	1.8	1.6	1.6	1.8	1.78	0.18	0.091	0.147	NA	1
YDR279W	RNH202	28.3	29.4	33.1	30	29.1	28.9	29.8	1.71	0.083	0.056	329	25
YDR280W	RRP45	87.8	84.5	85	84.3	89.2	86.1	86.15	1.97	0.021	0.038	1462	27
YDR281C	PHM6	9	8.5	8	7.1	9.1	8.9	8.43	0.77	0.059	0.125	86	13
YDR282C	YDR282C	11.7	12.4	12.7	12.2	14.5	12.8	12.72	0.96	0.042	0.030	129	5
YDR283C	GCN2	56.4	56.7	54.9	52.9	56.7	53.2	55.13	1.75	0.017	0.069	562	8
YDR284C	DPP1	35.6	38.7	35.4	38.5	36	33	36.2	2.14	0.051	0.043	1190	79
YDR285W	ZIP1	11	10	12	9.5	12	9.8	10.72	1.11	0.091	0.079	144	6
YDR286C	YDR286C	53.1	53	53.5	48.2	45.7	42.7	49.37	4.55	0.005	0.165	260	23
YDR287W	YDR287W	37.1	34.2	39.2	35.7	34.1	38.4	36.45	2.14	0.068	0.054	170	5
YDR288W	NSE3	37.9	43.3	43.8	40.1	40.3	43.7	41.52	2.44	0.079	0.072	227	35
YDR289C	RTT103	42.9	42.8	44.3	40.3	39.3	41	41.77	1.88	0.019	0.033	274	39
YDR290W	YDR290W	0	0.2	0.1	0.1	0	0.2	0.1	0.09	1.000	1.000	NA	NA
YDR291W	YDR291W	32.3	35	30.8	30.2	33.2	32.2	32.28	1.72	0.065	0.052	676	11
YDR292C	SRP101	60	64.7	64.8	66.2	61.1	66.6	63.9	2.72	0.043	0.059	961	103
YDR293C	SSD1	96.2	99.1	104.2	98.1	103.5	105.6	101.12	3.81	0.041	0.066	1479	50
YDR294C	DPL1	102.7	102.9	103.4	102.3	104.8	105.8	103.65	1.36	0.004	0.028	1152	40.5
YDR295C	HDA2	34.1	27	28.7	30.6	28.3	31.1	29.97	2.53	0.124	0.055	805	8
YDR296W	MHR1	42.5	43.9	44.6	48.8	46.8	48.7	45.88	2.62	0.024	0.088	640	35
YDR297W	SUR2	232	236.4	236.9	235.3	231.8	230.4	233.8	2.74	0.011	0.032	2159	50
YDR298C	ATP5	253.6	254.7	267.7	253	272.3	260.3	260.27	8.1	0.030	0.014	1551	82
YDR299W	BFR2	98.2	101.2	103.4	103.2	106.1	103.3	102.57	2.65	0.026	0.081	1362	21
YDR300C	PRO1	87.5	82.8	80.5	81.9	79	86.6	83.05	3.37	0.043	0.041	2252	14.5
YDR301W	CFT1	51.8	56.1	55.4	58.6	53.2	56.2	55.22	2.41	0.042	0.075	461	15.5
YDR302W	GPI11	73.7	79.6	79.7	75.1	78.6	77.1	77.3	2.47	0.044	0.046	683	12
YDR303C	RSC3	64	57.5	60.4	55.9	58.5	57.3	58.93	2.9	0.054	0.070	932	9
YDR304C	CPR5	288.4	284.1	285.1	282.2	282.8	279.9	283.75	2.89	0.008	0.035	3173	174.5
YDR306C	YDR306C	37.5	39.5	41.4	43.7	39	43.2	40.72	2.46	0.049	0.091	766	12.5
YDR307W	YDR307W	35.3	34.3	35.1	33.1	34.1	34.8	34.45	0.8	0.015	0.046	547	22.5
YDR308C	SRB7	73.5	75.6	71.1	81.1	74.9	77.6	75.63	3.45	0.031	0.073	342	28.5
YDR309C	GIC2	263.7	256.4	265.5	265.7	280	267.4	266.45	7.68	0.018	0.025	2310	53
YDR310C	SUM1	76.1	81.2	86.1	79.7	82.3	80.6	81	3.27	0.062	0.026	1529	23
YDR311W	TFB1	31.4	30.2	32.7	33	32.3	33.1	32.12	1.12	0.040	0.065	971	33.5
YDR312W	SSF2	38.6	38.6	37.7	41.7	40.1	39.2	39.32	1.41	0.014	0.094	427	32.5
YDR313C	PIB1	23.5	22.1	27.8	23.2	25.8	23.7	24.35	2.08	0.121	0.017	265	12
YDR314C	RAD34	7.5	6.5	6.6	7	6.4	5.9	6.65	0.55	0.080	0.073	60	6
YDR315C	IPK1	15.5	16.7	14.5	17.3	16.2	17	16.2	1.05	0.071	0.072	94	7
YDR316W	OMS1	33.6	30.7	34.6	38.8	32.4	34.9	34.17	2.74	0.061	0.074	564	8.5
YDR316W-A	YDR316W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YDR316W-B	YDR316W-B	625.1	651.7	632	598.9	601.6	625.9	622.53	19.77	0.022	0.029	14326	NA
YDR317W	HIM1	16.2	17.4	17	13.4	15.7	17	16.12	1.47	0.036	0.162	162	2.5
YDR319C	YDR319C	33.7	35.3	33.9	36.5	36.1	36.1	35.27	1.2	0.025	0.056	828	NA
YDR320C	SWA2	49.9	47.1	46	51.2	48.5	46.8	48.25	2	0.042	0.019	516	13
YDR320C-A	DAD4	220	208.3	211.5	199.3	204.5	196.6	206.7	8.53	0.028	0.058	390	82.5
YDR320W-B	YDR320W-B	7.1	6.2	6.2	6.5	5.3	6.8	6.35	0.62	0.080	0.098	NA	NA
YDR321W	ASP1	150.7	149.1	154.9	159.3	154.3	162.1	155.07	4.95	0.020	0.058	1950	76.5
YDR322C-A	TIM11	335.2	325	326.1	315.2	308.4	312.7	320.43	10.03	0.017	0.082	2491	36.5
YDR322W	MRPL35	66.9	62.9	69.3	68.5	71.1	67.6	67.72	2.77	0.049	0.051	457	24
YDR323C	PEP7	17.5	17.7	17.2	16.7	17.1	14.7	16.82	1.09	0.014	0.061	261	4
YDR324C	UTP4	82.5	82.7	82.2	80.3	83.9	83.3	82.48	1.23	0.003	0.023	1176	41.5
YDR325W	YCG1	26.6	29.5	27.7	28.7	27.9	28.9	28.22	1.03	0.052	0.068	419	4
YDR326C	YSP2	77	73.8	75.3	83.2	73.8	77.3	76.73	3.51	0.021	0.046	1849	1.5
YDR327W	YDR327W	0.5	0.6	0.4	0.6	0.4	0.3	0.47	0.12	0.200	0.108	NA	NA
YDR328C	SKP1	140.1	137.5	145.8	139.6	131.4	139.5	138.98	4.65	0.030	0.042	1054	NA
YDR329C	PEX3	35.5	37.6	39.6	33.9	38.9	38	37.25	2.15	0.055	0.066	512	30
YDR330W	UBX5	55	46.2	50.9	50.3	52.7	51.9	51.17	2.94	0.087	0.045	349	26
YDR331W	GPI8	42.1	39.2	43.9	39.1	45.1	43.4	42.13	2.5	0.057	0.041	510	18
YDR332W	YDR332W	29.4	29.3	27.3	27.9	25.9	32	28.63	2.1	0.041	0.038	379	21.5
YDR333C	YDR333C	56.4	54.1	52.3	52.9	53.7	56.5	54.32	1.77	0.038	0.034	906	34.5
YDR334W	SWR1	65.8	67.2	64.2	66	64.6	68.1	65.98	1.49	0.023	0.008	927	11
YDR335W	MSN5	95.2	97.6	97.6	102.3	93.2	91.9	96.3	3.73	0.014	0.070	1031	69
YDR336W	YDR336W	34.1	33.4	33.9	37.1	32.5	36.2	34.53	1.75	0.011	0.046	327	15
YDR337W	MRPS28	66.9	57.3	64.7	64.7	58.3	65.2	62.85	4.01	0.080	0.061	335	22
YDR338C	YDR338C	24.5	23.6	25.5	25.4	22.8	24.6	24.4	1.04	0.039	0.032	242	3.5
YDR339C	FCF1	149	152.8	148.6	147.5	145.3	148.9	148.68	2.45	0.015	0.036	1718	50
YDR340W	YDR340W	133.3	140.3	132	122.8	132.8	126.2	131.23	6.1	0.033	0.043	NA	NA
YDR341C	YDR341C	331.3	328.9	334.1	327.8	337.9	327.4	331.23	4.11	0.008	0.035	7781	91.5
YDR342C	HXT7	819.8	827.3	808.9	829.3	823.8	815.2	820.72	7.71	0.011	0.013	5958	NA
YDR343C	HXT6	20.2	18.4	20.1	21.5	11.4	18.2	18.3	3.6	0.052	0.202	NA	NA
YDR344C	YDR344C	4.9	4.2	5.4	4.2	3.8	4.6	4.52	0.57	0.125	0.078	NA	1
YDR345C	HXT3	2131	2173	2168.1	2186.6	2172.2	2172.4	2167.22	18.83	0.011	0.036	15176	230
YDR346C	SVF1	243.2	242.6	245.9	241.7	247.1	250.6	245.18	3.35	0.007	0.066	1688	86
YDR347W	MRP1	59.7	62.8	64	61.8	64.3	62.1	62.45	1.68	0.036	0.018	881	50
YDR348C	YDR348C	81.1	80.1	82.6	78.8	73.7	78.5	79.13	3.06	0.015	0.030	1046	40.5
YDR349C	YPS7	78.7	86	85.7	86.6	87.5	83.4	84.65	3.22	0.049	0.048	1076	66.5
YDR350C	ATP22	35.6	32.9	37.4	39.3	35.8	38	36.5	2.24	0.064	0.054	473	11
YDR351W	SBE2	68.2	69.1	71.1	63.7	70.6	70.4	68.85	2.74	0.021	0.053	709	19
YDR352W	YDR352W	45.1	43.9	47.5	46.7	41.3	43	44.58	2.32	0.040	0.064	401	9.5
YDR353W	TRR1	409.5	402.8	413.9	434.8	429	429.9	419.98	12.97	0.014	0.046	5801	258.5
YDR354C-A	YDR354C-A	0.1	0	0	0.1	0	0	0.03	0.05	1.732	0.866	NA	NA
YDR354W	TRP4	102.1	105.6	105.7	109	107.6	102.2	105.37	2.79	0.020	0.035	1776	44.5
YDR355C	YDR355C	0	0.2	0.1	0	0.1	0.1	0.08	0.08	1.000	N/A	NA	NA
YDR356W	SPC110	28.6	26	32.5	30.2	28.5	31.7	29.58	2.38	0.113	0.058	287	7.5
YDR357C	YDR357C	110.7	105.8	104.6	94.4	96.8	98.7	101.83	6.2	0.030	0.153	219	61.5
YDR358W	GGA1	31.5	32.1	32.9	35.5	35.1	36.3	33.9	1.99	0.022	0.101	458	8
YDR359C	EAF1	34.7	36.8	35.8	43.3	41.9	40.4	38.82	3.53	0.029	0.154	326	7.5
YDR360W	OPI7	0	0	0.1	0	0.2	0.1	0.07	0.08	1.732	N/A	NA	NA
YDR361C	BCP1	124.5	132.9	128.1	128.4	127	137.6	129.75	4.72	0.033	0.058	1167	27.5
YDR362C	TFC6	32.5	32.1	33.2	30.3	29.2	30.6	31.32	1.52	0.017	0.059	307	16
YDR363W	ESC2	22.9	23.1	19.6	24.2	20.6	22.1	22.08	1.71	0.090	0.034	145	9.5
YDR363W-A	SEM1	298.9	312.1	299.5	305.3	296.5	308.9	303.53	6.21	0.025	0.018	610	111.5
YDR364C	CDC40	33.2	34.3	31.6	34	30.7	34.2	33	1.51	0.041	0.076	490	7.5
YDR365C	ESF1	146.5	145.5	149.7	153.5	155.1	154.3	150.77	4.14	0.015	0.092	937	180.5
YDR365W-A	YDR365W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YDR365W-B	YDR365W-B	1199.9	1198	1213.8	1220.8	1326	1274.4	1238.82	50.99	0.007	0.036	NA	NA
YDR366C	YDR366C	306.1	314.7	317.8	284.9	280.9	276.1	296.75	18.28	0.019	0.099	182	NA
YDR368W	YPR1	115	114.3	120.9	120.3	118.4	121	118.32	3	0.031	0.045	1255	33
YDR369C	XRS2	17.8	17	19.1	19.5	18.8	19.6	18.63	1.03	0.059	0.112	229	13
YDR370C	YDR370C	43.6	46	46.3	48.5	48.2	51.5	47.35	2.69	0.033	0.098	857	36.5
YDR371C-A	YDR371C-A	0.5	0.3	0.2	0.5	0.4	0.6	0.42	0.15	0.458	0.266	NA	NA
YDR371W	CTS2	42.6	45.7	42.7	42.8	44	43.7	43.58	1.19	0.040	0.052	202	54.5
YDR372C	VPS74	81.3	79.9	82.2	80.3	75.5	81.5	80.12	2.41	0.014	0.027	1330	112
YDR373W	FRQ1	123.3	119.8	125	119.8	118.8	118.8	120.92	2.6	0.022	0.025	785	65.5
YDR374C	YDR374C	5.5	3.7	5.1	5.7	5.7	5.5	5.2	0.77	0.198	0.056	19	4
YDR374W-A	YDR374W-A	79.1	79.6	76.9	73.8	70.3	73.6	75.55	3.61	0.018	0.131	NA	28.5
YDR375C	BCS1	35.5	37.6	36.3	36.2	38.3	37.1	36.83	1.03	0.029	0.011	552	21.5
YDR376W	ARH1	46	43.1	45.6	46.4	45.4	47.1	45.6	1.37	0.035	0.027	371	13.5
YDR377W	ATP17	215.2	208.1	210.7	213.6	219.3	213.7	213.43	3.84	0.017	0.043	945	75.5
YDR378C	LSM6	196.7	202.4	205.1	189.8	189.5	196.6	196.68	6.36	0.021	0.155	403	136.5
YDR379C-A	YDR379C-A	95.4	94.4	92	90.1	93.4	87.6	92.15	2.9	0.019	0.030	743	NA
YDR379W	RGA2	45.5	44.8	42.8	47.6	48	47.9	46.1	2.1	0.032	0.039	757	NA
YDR380W	ARO10	306.7	304.8	313.7	306.1	311.3	316.3	309.82	4.65	0.015	0.016	2997	6
YDR382W	RPP2B	1884.4	1867.3	1869.8	1859	1835.2	1850.2	1860.98	17.04	0.005	0.026	5459	1131
YDR383C	NKP1	38.9	38.7	43.5	41.2	40.2	36.7	39.87	2.34	0.067	0.064	216	73
YDR384C	ATO3	104.1	101.3	101.2	104.5	101.5	93.1	100.95	4.11	0.016	0.060	1131	28
YDR385W	EFT2	1591.7	1596.3	1577.5	1571.5	1552.3	1544	1572.22	20.88	0.006	0.025	17274	NA
YDR386W	MUS81	72.1	72.4	69.7	87.6	90.6	87.3	79.95	9.48	0.021	0.128	170	13
YDR387C	YDR387C	38	46	42.8	41.4	40.1	39.4	41.28	2.84	0.095	0.062	448	17
YDR388W	RVS167	167.3	172.4	178.7	176.9	174.5	179.3	174.85	4.52	0.033	0.034	2112	93.5
YDR389W	SAC7	43.2	42.5	47.2	41.5	44.6	42.4	43.57	2.06	0.057	0.027	518	11
YDR390C	UBA2	65.2	67.7	69.9	74.3	74	72.7	70.63	3.68	0.035	0.109	1607	76.5
YDR391C	YDR391C	45.2	43.9	45	46.7	46.4	46.7	45.65	1.14	0.016	0.050	418	34
YDR392W	SPT3	33.5	31.5	32.9	31.6	33	32.9	32.57	0.82	0.031	0.031	557	21
YDR393W	SHE9	25.8	25.7	26.2	26.8	26	29.3	26.63	1.36	0.010	0.039	231	18.5
YDR394W	RPT3	179.3	179.2	179.3	181.6	179.4	180.6	179.9	0.98	0.000	0.032	1545	108.5
YDR395W	SXM1	112.8	114.4	109	114.9	115.1	111.9	113.02	2.33	0.025	0.021	1704	44
YDR396W	YDR396W	4.5	4.2	5.2	6.4	6.7	5.7	5.45	1.01	0.111	0.186	NA	NA
YDR398W	UTP5	175.8	178.1	174.3	182.4	175.4	175.9	176.98	2.93	0.011	0.018	2463	37
YDR399W	HPT1	426	428	437.3	447.4	429.1	436.3	434.02	8	0.014	0.035	4197	155.5
YDR400W	URH1	51.9	53	51	52.1	50.8	57.7	52.75	2.55	0.019	0.014	521	17.5
YDR401W	YDR401W	8.7	9.5	7.8	10.1	8.2	9.5	8.97	0.88	0.098	0.075	NA	NA
YDR402C	DIT2	3.9	4.1	3.8	4.1	2.8	3.5	3.7	0.49	0.039	0.177	45	NA
YDR403W	DIT1	13.9	13.8	14.1	15.2	13.8	15.2	14.33	0.68	0.011	0.066	112	3
YDR404C	RPB7	169.3	169.2	169.4	165.9	168.5	164.9	167.87	1.96	0.001	0.017	1342	58.5
YDR405W	MRP20	61.6	64	60.7	58.9	62.2	59.2	61.1	1.92	0.027	0.022	512	26.5
YDR406W	PDR15	51.9	52.3	50.7	56.1	51.4	51.4	52.3	1.94	0.016	0.042	838	NA
YDR406W-A	YDR406W-A	1.1	1.1	1.6	1.1	2.3	1	1.37	0.5	0.228	0.144	NA	NA
YDR407C	TRS120	52.4	51.5	52.5	53	55	52.5	52.82	1.18	0.011	0.060	747	NA
YDR408C	ADE8	110.4	108.7	108.5	115	111.8	114.4	111.47	2.79	0.010	0.021	895	62
YDR409W	SIZ1	33.4	32.1	31.8	34.9	32.3	31.7	32.7	1.24	0.026	0.032	191	8
YDR410C	STE14	84.1	82.5	80.5	83.7	85.9	81.8	83.08	1.9	0.022	0.019	572	32
YDR411C	DFM1	41.6	44.9	45.4	48.9	47.3	46.2	45.72	2.47	0.047	0.098	630	23
YDR412W	YDR412W	78.1	76.6	66.9	76.8	71.2	77.5	74.52	4.48	0.082	0.057	747	NA
YDR413C	YDR413C	0.9	1.3	0.5	0.4	1.4	1	0.92	0.41	0.444	0.520	NA	NA
YDR414C	ERD1	40	37	36.3	42.3	40.7	40.5	39.47	2.32	0.052	0.032	258	33
YDR415C	YDR415C	37.4	37.8	39.2	40.7	42	40.7	39.63	1.81	0.025	0.043	744	11
YDR416W	SYF1	28.6	25.7	29.7	28.3	30.3	28.1	28.45	1.59	0.074	0.033	199	25
YDR417C	YDR417C	1	0.7	0.6	0.8	1	1.5	0.93	0.32	0.272	0.124	NA	NA
YDR418W	RPL12B	1839.9	1843.3	1812.9	1918.1	1907.6	1938.3	1876.68	51	0.009	0.032	6684	703.5
YDR419W	RAD30	20.3	20.3	19.9	19.9	19.4	20.8	20.1	0.48	0.011	0.023	266	2
YDR420W	HKR1	59.8	63.3	61.3	68.5	70.8	72	65.95	5.16	0.029	0.257	1277	8
YDR421W	ARO80	27.9	26	26.6	28.5	25.8	27.4	27.03	1.08	0.036	0.032	217	32
YDR422C	SIP1	35.6	37.1	35.7	36	38.2	35	36.27	1.17	0.023	0.006	435	18
YDR423C	CAD1	29.2	27.9	31.3	31.3	31.7	30.2	30.27	1.48	0.058	0.042	540	24.5
YDR425W	SNX41	42.7	40.9	41.2	45	45.5	42.5	42.97	1.91	0.023	0.054	387	NA
YDR426C	YDR426C	7.3	7.1	6.6	6	7.5	7.5	7	0.59	0.052	0.099	NA	NA
YDR427W	RPN9	195.4	185.5	188.1	206.3	199.4	202.9	196.27	8.22	0.027	0.033	2420	NA
YDR428C	YDR428C	40.9	37.5	33.6	41.4	37.3	40.4	38.52	2.97	0.098	0.050	346	NA
YDR429C	TIF35	339.6	331.8	336.6	340.3	339.5	339.3	337.85	3.23	0.012	0.063	3112	294
YDR430C	CYM1	47.5	45.7	49.6	46.2	46.8	49.7	47.58	1.71	0.041	0.064	405	3
