#Supplemental Table 3: Protein identification using 15 cm columns, 3 µm C18 beads and 140 min gradients.
#Protein IDs	Gene name	Uniprot	Peptides	Razor Peptides	Unique Peptides	Sequence Coverage [%]	Mol. Weight [kDa]	PEP	Intensity Exp1	Intensity Exp2	Intensity Exp3
orf	protein.name	gene.name	uniprot	peptides	razor.peptides	unique.peptides	sequence.coverage	mw	pep	intensity.exp1	intensity.exp2	intensity.exp3
YPL028W	Acetoacetyl-CoA thiolase;Acetyl-CoA acetyltransferase;Ergosterol biosynthesis protein 10	ERG10;LPB3;YPL028W	P41338	11	11	11	37.7	41.7	3.6563E-178	14589000	9574300	10413000
YML126C	3-hydroxy-3-methylglutaryl coenzyme A synthase;Hydroxymethylglutaryl-CoA synthase	ERG13;HMGS;YM4987.09C;YML126C	P54839	11	11	11	27.1	55.0	2.3473E-58	15471000	14720000	11452000
YNR043W	Diphosphomevalonate decarboxylase;Mevalonate pyrophosphate decarboxylase;Mevalonate-5-diphosphate decarboxylase	ERG19;MPD;MVD1;N3427;YNR043W	P32377;Q6B1C8	7	7	7	23.7	44.1	1.2246E-46	891780	1037100	1091000
YMR202W	C-8 sterol isomerase;Delta-8--delta-7 sterol isomerase	ERG2;YM8325.03;YMR202W	P32352	1	1	1	5.4	24.9	2.9117E-38	387890	431590	354110
YGL001C	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	ERG26;YGL001C	P53199	5	5	5	20.1	38.7	8.4286E-52	2705700	577430	724220
YLR100W	3-keto-steroid reductase	ERG27;YLR100W	Q12452	5	5	5	17.9	39.7	6.5982E-48	107980	346780	463180
YLR056W	C-5 sterol desaturase;Ergosterol Delta(5,6) desaturase;Sterol-C5-desaturase	ERG3;L2150;PSO6;SYR1;YLR056W	P32353	4	4	4	13.2	42.7	2.6231E-12	204610	870900	351170
YML008C	Delta(24)-sterol C-methyltransferase;Sterol 24-C-methyltransferase	ERG6;ISE1;LIS1;SED6;YM9571.10C;YML008C	P25087	10	10	10	26.6	43.4	3.2691E-129	10039000	12451000	11682000
YHR072W	2,3-epoxysqualene--lanosterol cyclase;Erg7p;Lanosterol synthase;Oxidosqualene--lanosterol cyclase	ERG7;YHR072W	D3DL21;P38604;Q92327	1	1	1	1.6	83.5	0.0034073	0	35320	0
YHR190W	Erg9p;Farnesyl-diphosphate farnesyltransferase;FPP:FPP farnesyltransferase;Squalene synthase	ERG9;YHR190W	D3DLD8;P29704	8	8	8	18.5	51.7	4.2609E-57	2089700	3234800	1537100
YNL125C	Uncharacterized transporter ESBP6	ESBP6;MCH3;N1223;N1882;YNL125C	P53918	1	1	1	1.3	73.8	0.10384	0	0	117830
YJR017C	Parvulin ESS1;Peptidyl-prolyl cis-trans isomerase ESS1;Processing/termination factor 1	ESS1;J1452;PIN1;PTF1;YJR017C	P22696	1	1	1	10.6	19.4	1.0379E-22	365720	116850	93603
YLR180W	Methionine adenosyltransferase 1;S-adenosylmethionine synthase 1	ETH10;L9470.9;SAM1;YLR180W	P10659	9	4	4	33.8	41.8	2.5948E-149	6849900	1555400	1181000
YBR026C	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial;Mitochondrial respiratory function protein 1;Trans-2-enoyl-CoA reductase	ETR1;MRF1;MRF1';YBR026C;YBR0310	P38071;Q6Q5P2	3	3	3	8.4	42.1	1.0264E-08	545850	0	155070
YCL019W;YDR210W-B;YFL002W-A;YGR161W-B;YOR192C-B;YBL100W-B;YDR034C-D;YLR410W-B;YOR343W-B;YDR261W-B;YCL020W;YDR210W-A;YDR261W-A;YFL002W-B;YGR161W-A;YOR192C-A;YBL100W-A;YDR034C-C;YLR410W-A;YOR343W-A	A-438 protein;Capsid protein;Gag-p4;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty2 protein A;Transposon Ty2 TYA-TYB polyprotein;Transposon Ty2-B Gag polyprotein;Transposon Ty2-B Gag-Pol polyprotein;Transposon Ty2-C Gag polyprotein;Transposon Ty2-C Gag-Pol polyprotein;Transposon Ty2-DR1 Gag polyprotein;Transposon Ty2-DR1 Gag-Pol polyprotein;Transposon Ty2-DR2 Gag polyprotein;Transposon Ty2-DR2 Gag-Pol polyprotein;Transposon Ty2-DR3 Gag polyprotein;Transposon Ty2-DR3 Gag-Pol polyprotein;Transposon Ty2-F/Ty2-GR2 Gag polyprotein;Transposon Ty2-F/Ty2-GR2 Gag-Pol polyprotein;Transposon Ty2-LR1 Gag polyprotein;Transposon Ty2-LR1 Gag-Pol polyprotein;Transposon Ty2-OR1 Gag polyprotein;Transposon Ty2-OR1 Gag-Pol polyprotein;Transposon Ty2-OR2 Gag polyprotein;Transposon Ty2-OR2 Gag-Pol polyprotein;Transposon Ty917 protein A;Ty1-17 protein A;Ty2 protease;TY2A-TY2B;Ty917 protein A	F006;FN01;G4141;G7015;G7017;L9576.6c;L9576.6d;L9931.7b;O4785;O4787;O6301;O6304;TY2A-B;TY2A-C;TY2A-DR1;TY2A-DR2;TY2A-DR3;TY2A-F;TY2A-GR1;TY2A-GR2;TY2A-LR1;TY2A-LR2;TY2A-OR1;TY2A-OR2;TY2B-B;TY2B-C;TY2B-DR1;TY2B-DR2;TY2B-DR3;TY2B-F;TY2B-GR1;TY2B-GR2;TY2B-LR1;TY2B-LR2;TY2B-OR1;TY2B-OR2;YBL0821;YBL0822;YBL100W-A;YBL100W-B;YBL101W-A;YBL101W-B;YBLWTy2-1 GAG;YBLWTy2-1 POL;YCL019W;YCL020W;YCL19W;YCL20W;YCLWTy2-1 GAG;YCLWTy2-1 POL;YD8142A.08;YD8142A.09;YD9320A.13;YD9320A.14;YD9673.05c;YD9673.06c;YDR034C-C;YDR034C-D;YDR210W-A;YDR210W-B;YDR261W-A;YDR261W-B;YDRCTy2-1 GAG;YDRCTy2-1 POL;YDRWTy2-2 GAG;YDRWTy2-2 POL;YDRWTy2-3 GAG;YDRWTy2-3 POL;YFL002W-A;YFL002W-B;YFLWTy2-1 GAG;YFLWTy2-1 POL;YGR038C-D/YGR038C-C;YGR038C-E;YGR161W-A;YGR161W-B;YGRCTy2-1 GAG;YGRCTy2-1B POL;YGRWTy2-2 GAG;YGRWTy2-2 POL;YLR410W-A;YLR410W-B;YLR424C-A;YLR424C-B;YLRCTy2-2 GAG;YLRCTy2-2 POL;YLRWTy2-1 GAG;YLRWTy2-1 POL;YOR192C-A;YOR192C-B;YOR343W-A;YOR343W-B;YORCTy2-1 GAG;YORCTy2-1 POL;YORWTy2-2 GAG;YORWTy2-2 POL	P0C2J3;P0C2J4;P25383;P25384;P87006;P87338;Q03483;Q03494;Q03934;Q04345;Q05369;Q05679;Q07125;Q07166;Q07791;Q12113;Q12260;Q12293;Q12392;Q12439;Q12472;Q12491;Q12501;Q12503;Q7LIH4;Q99195;Q99303	6	4	4	4.7	202.1	3.8515E-34	1786400	421470	1243200
YOR317W	Fatty acid activator 1;Long-chain acyl-CoA synthetase 1;Long-chain-fatty-acid--CoA ligase 1	FAA1;O6136;YOR317W	P30624	5	5	5	9.3	77.9	4.0412E-33	327040	225530	284260
YMR246W;YIL009W	Fatty acid activator 3;Fatty acid activator 4;Long-chain acyl-CoA synthetase 3;Long-chain acyl-CoA synthetase 4;Long-chain-fatty-acid--CoA ligase 3;Long-chain-fatty-acid--CoA ligase 4	FAA3;FAA4;YIL009W;YM9408.08;YMR246W	P39002;P47912;Q05743	8	8	8	17	77.3	5.8724E-87	2618400	4188100	2742200
YKL182W	[Acyl-carrier-protein] acetyltransferase;[Acyl-carrier-protein] malonyltransferase;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase [NADH];Fatty acid synthase subunit beta;S-acyl fatty acid synthase thioesterase	FAS1;YKL182W	P07149	45	45	45	29.3	228.7	0	86832000	43979000	40414000
YPL231W	3-oxoacyl-[acyl-carrier-protein] reductase;3-oxoacyl-[acyl-carrier-protein] synthase;Acyl carrier;Beta-ketoacyl reductase;Beta-ketoacyl synthase;Fatty acid synthase subunit alpha	FAS2;P1409;YPL231W	P19097;Q12533	52	52	52	38.7	206.9	0	75287000	58347000	38934000
YKL060C	Fructose-1,6-bisphosphate aldolase;Fructose-bisphosphate aldolase	FBA1;YKL060C;YKL320	P14540	22	22	22	76	39.6	0	462360000	365610000	331560000
YPR062W	Cytosine aminohydrolase;Cytosine deaminase	FCY1;YP9499.17;YPR062W	Q12178	2	2	2	19	17.5	1.2372E-22	106060	164770	121850
YBR101C	Factor exchange for SSA1 protein 1;Hsp70 nucleotide exchange factor FES1	FES1;YBR0830;YBR101C	P38260	3	3	3	13.8	32.6	3.4528E-21	130390	301270	138130
YNL135C	FK506-binding protein 1;Peptidyl-prolyl cis-trans isomerase;Rapamycin-binding protein	FKB1;FPR1;N1213;N1845;RBP1;YNL135C	P20081	4	4	4	54.4	12.2	5.1599E-72	15593000	7643800	5955500
YMR229C	Ribosomal RNA-processing protein 5;rRNA biogenesis protein RRP5;U3 small nucleolar RNA-associated protein RRP5	FMI1;RRP5;YM9959.11C;YMR229C	Q05022	11	11	11	7.5	193.1	1.6089E-32	2039100	528350	292900
YOR286W	Found in mitochondrial proteome protein 31;Putative thiosulfate sulfurtransferase FMP31, mitochondrial	FMP31;YOR286W	Q08742	2	2	2	19.5	16.7	0.00049166	0	179250	85243
YGR267C	GTP cyclohydrolase 1;GTP cyclohydrolase I	FOL2;G9349;YGR267C	P51601	3	3	3	12.3	27.8	8.8086E-08	294860	618070	250200
YML074C	FK506-binding nuclear protein;FKBP-70;Nucleolar proline isomerase;Peptidyl-prolyl cis-trans isomerase;Proline rotamase	FPR3;NPI46;YML074C	P38911	2	1	1	6.6	46.6	3.5707E-25	0	0	502340
YLR449W	FK506-binding protein 4;Peptidyl-prolyl cis-trans isomerase;Rotamase	FPR4;L9324.3;YLR449W	Q06205	3	3	2	12.8	43.9	1.9858E-26	572680	1315800	828660
YLR060W	Phenylalanine--tRNA ligase beta chain;Phenylalanyl-tRNA synthetase beta chain	FRS1;L2165;YLR060W	P15624	7	7	7	15	67.4	1.603E-104	2650900	2184400	2653900
YFL022C	Phenylalanine--tRNA ligase alpha chain;Phenylalanyl-tRNA synthetase alpha chain	FRS2;YFL022C	P15625	12	12	12	35	57.5	7.2336E-278	5437900	6236500	5811900
YOR271C	Fungal sideroflexin-1;Probable mitochondrial transport protein FSF1	FSF1;YOR271C	Q12029	1	1	1	4.3	35.4	1.2758E-34	0	266280	0
YHR049W	Family of serine hydrolases 1;Fsh1p	FSH1;YHR049W	D3DKZ7;P38777	5	5	5	30	27.3	2.1011E-95	755900	321040	159770
YKL165C	GPI ethanolamine phosphate transferase 1;Morphogenesis checkpoint-dependent protein 4;Supersecretion of u-PA protein 21	FSR2;MCD4;SSU21;YKL165C;YKL619;ZRG16	P36051	3	3	3	4.8	105.7	1.3198E-15	88135	115000	14844
YPL262W	Fumarate hydratase, mitochondrial	FUM1;YPL262W	P08417;Q08978	5	5	5	11.7	53.2	4.1671E-51	692070	680840	658430
YAL035W	Eukaryotic translation initiation factor 5B;Translation initiation factor IF-2	FUN12;YAL035W	P39730	5	5	5	5.6	112.3	1.1169E-19	246290	747150	235510
YAL023C	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	FUN25;PMT2;YAL023C	P31382	1	1	1	2.2	86.9	1.9274E-12	39365	0	38183
YAL016W	PR65;Protein phosphatase PP2A regulatory subunit A	FUN32;TPD3;YAL016W	P31383	9	9	9	18.3	70.9	4.6784E-54	160060	1143800	727800
YAL044C	Glycine cleavage system H protein, mitochondrial;Glycine decarboxylase complex subunit H	FUN40;GCV3;YAL044C	P39726	2	2	2	17.1	18.8	1.5049E-90	0	594200	191680
YOR375C;YAL062W	NADP-dependent glutamate dehydrogenase 1;NADP-dependent glutamate dehydrogenase 2;NADP-specific glutamate dehydrogenase 1;NADP-specific glutamate dehydrogenase 2	FUN51;GDH1;GDH3;URE1;YAL062W;YOR375C	P07262;P39708;Q08899	15	15	15	49.8	49.6	4.2768E-192	19765000	14635000	12684000
YHR216W;YAR073W;YAR075W;REV__YHR196W	Inosine-5'-monophosphate dehydrogenase;Inosine-5'-monophosphate dehydrogenase IMD2;Putative inosine-5'-monophosphate dehydrogenase IMD1;Putative inosine-5'-monophosphate dehydrogenase-like protein YAR075W	FUN63;IMD1;IMD2;PUR5;YAR073W;YAR075W;YHR216W	D3DLH1;O42831;P38697;P39567	10	4	4	23.5	56.5	4.948E-128	1223100	1300900	1279300
YHR128W	Fur1p;UMP pyrophosphorylase;Uracil phosphoribosyltransferase	FUR1;YHR128W	D3DL77;P18562	4	4	4	31.9	24.6	4.3838E-11	2474900	942880	2374300
YGL245W	Glutamate--tRNA ligase;Glutamyl-tRNA synthetase, cytoplasmic;P85	G0583;GUS1;HRB724;YGL245W	P46655	19	19	19	28	80.8	0	31893000	15102000	11867000
YGL195W	Translational activator GCN1	G1318;GCN1;YGL195W	P33892	12	12	12	5.1	296.7	1.4063E-74	421080	414810	287590
YER131W;YGL189C	40S ribosomal protein S26-A;40S ribosomal protein S26-B;Protein component of the small (40S) ribosomal subunit; nearly identical to Rps26Ap and has similarity to rat S26 ribosomal protein	G1355;RPS26;RPS26A;RPS26B;YER131W;YGL189C	A2TBN5;D3DM37;P39938;P39939;Q6B2E8	2	2	2	20.2	13.4	3.6226E-14	56941	1337100	2258100
YGL157W	Putative uncharacterized oxidoreductase YGL157W	G1857;YGL157W	P53111	3	2	2	10.4	38.1	5.2876E-14	0	162740	0
YGL153W	Peroxin-14;Peroxisomal membrane protein PEX14	G1870;PEX14;YGL153W	P53112	2	2	2	7.6	38.4	0.0043478	0	59080	0
YGL137W	Beta'-coat protein;Coatomer subunit beta'	G2827;SEC27;YGL137W	P41811	4	4	4	5.2	99.4	1.5541E-08	248190	350210	434830
YGL135W;YPL220W	60S ribosomal protein L1;L10a	G2834;RPL1A;RPL1B;SSM1;SSM1A;SSM1B;SSM2;YGL135W;YPL220W	P53030	12	12	12	55.8	24.5	2.5084E-156	24441000	24816000	14142000
YGL125W	Methylenetetrahydrofolate reductase 2;YmL45	G2882;MET11;MET13;MRPL45;YGL125W	O94090;P53128;Q92318	1	1	1	1.2	68.6	0.0041726	0	55652	0
YGL123W	40S ribosomal protein S2;Omnipotent suppressor protein SUP44;RP12;S4;YS5	G2893;RPS2;RPS4;SUP38;SUP44;YGL123W	P25443	6	6	6	35	27.4	8.823E-143	26081000	31561000	24117000
YGL111W	NOP7-associated protein 1;Ribosome biogenesis protein NSA1	G2990;NSA1;YGL111W	P53136	2	2	2	5.4	51.9	2.4805E-06	110930	0	0
YGL106W	Calmodulin-like myosin light chain MLC1;Myosin light chain 1;Myosin-2 light chain	G3080;MLC1;YGL106W	P53141	7	7	7	39.6	16.4	3.7029E-53	4702700	3825200	3166300
YGR008C	ATPase-stabilizing factor 15 kDa protein	G3858;STF2;YGR008C	P16965;P89099	2	2	2	27.4	9.6	5.4321E-06	1782700	1104100	2921100
YGR118W;YPR132W	40S ribosomal protein S23;RP37;S28;YS14	G6178;P9659.9;RPS23A;RPS23B;RPS28A;RPS28B;YGR118W;YPR132W	P32827	4	4	4	26.2	16.0	2.5144E-34	9837900	13697000	10812000
YGR148C	60S ribosomal protein L24-B;L30;RP29;YL21	G6635;RPL24B;RPL30B;YGR148C	A2TBN3;P24000	6	1	1	31	17.5	5.2822E-44	840350	899560	0
YGR156W	Protein PTI1	G6670;PTI1;YGR156W	P39927	1	1	1	3.3	47.0	0.0015515	0	41367	45928
YGR159C	Nuclear localization sequence-binding protein;p67	G7001;NSR1;YGR159C	P27476	3	3	3	7.5	44.5	1.8272E-18	2991300	497870	2350300
YGR181W	Mitochondrial import inner membrane translocase subunit TIM13	G7157;TIM13;YGR181W	P53299	4	4	4	55.2	11.3	2.6206E-24	140190	175080	339440
YGR185C	Tyrosyl--tRNA ligase;Tyrosyl-tRNA synthetase, cytoplasmic	G7522;MGM104;TYS1;YGR185C	P36421	14	14	14	34.3	44.0	1.8861E-55	3150200	5632700	13819000
YGR187C	Protein HGH1	G7538;HGH1;YGR187C	P48362	3	3	3	10.9	45.0	4.6079E-31	202650	801580	669900
YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	G7576;GPD3;TDH3;YGR192C	P00359;Q6Q5P9	18	18	4	56.6	35.7	0	199610000	230050000	144320000
YGR193C	Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex;E3-binding protein;Pyruvate dehydrogenase complex component E3BP;Pyruvate dehydrogenase complex protein X component, mitochondrial	G7579;PDX1;YGR193C	P16451	8	8	8	26.8	45.4	6.2109E-58	1871000	961440	643460
YGR207C	Probable electron transfer flavoprotein subunit beta	G7742;YGR207C	P42940	3	3	3	13.4	28.8	1.7342E-11	358670	36727	106320
YGR208W	O-phosphoserine phosphohydrolase;Phosphoserine phosphatase	G7744;SER2;YGR208W	P42941	4	4	4	15.9	34.2	1.1811E-12	231500	75895	152800
YGR209C	Thioredoxin II;Thioredoxin-1;Thioredoxin-2	G7746;TRX1;TRX2;YGR209C	P22803	8	8	6	70.2	11.2	3.8804E-194	22199000	15506000	10373000
YGR229C	Cell wall assembly regulator SMI1;Killer toxin-resistance protein 4	G8553;KNR4;KTR4;SMI1;YGR229C	P32566	1	1	1	2	57.1	0.010988	67310	0	0
YGR234W	Flavohemoglobin;Flavohemoprotein;Hemoglobin-like protein;Nitric oxide dioxygenase	G8572;YGR234W;YHB;YHB1	P39676;Q6B1W6;Q9C1R6	11	11	11	46.4	44.6	3.8112E-137	8185900	4057800	3313300
YGR240C	6PF-1-K subunit alpha;6-phosphofructokinase subunit alpha;Phosphofructokinase 1;Phosphohexokinase	G8599;PFK1;YGR240C	P16861	15	15	15	21.8	108.0	8.5048E-287	41605000	17051000	15355000
YGR244C	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial;Succinyl-CoA synthetase beta chain	G8625;LSC2;YGR244C	P53312	6	6	6	19.4	46.9	2.5827E-33	1819200	781620	683440
YHR183W;YGR256W	6-phosphogluconate dehydrogenase, decarboxylating;6-phosphogluconate dehydrogenase, decarboxylating 1;6-phosphogluconate dehydrogenase, decarboxylating 2	G9170;GND1;GND2;YGR256W;YHR183W	D3DLD1;P38720;P53319	12	12	12	29.7	53.5	2.2426E-183	56528000	26065000	20944000
YGR275W	Regulator of Ty1 transposition protein 102	G9378;RTT102;YGR275W	P53330	1	1	1	13.4	17.8	0.000033851	79920	0	80574
YMR105C	Glucose phosphomutase 2;Phosphoglucomutase-2	GAL5;PGM2;YM9718.04C;YMR105C	P37012	18	18	16	38.7	63.1	1.5519E-218	16259000	10023000	8177800
YER027C	Gal83p;Glucose repression protein GAL83;Protein SPM1;SNF1 protein kinase subunit beta-3	GAL83;SPM1;YER027C	D3DLS6;Q04739	1	1	1	2.6	46.6	0.002293	0	55337	0
YHR089C	Gar1p;H/ACA ribonucleoprotein complex subunit 1;snoRNP protein GAR1	GAR1;YHR089C	D3DL41;P28007	6	6	6	30.2	21.5	8.3698E-115	4544800	2034500	2075700
YMR307W	1,3-beta-glucanosyltransferase GAS1;Glycolipid-anchored surface protein 1;Glycoprotein GP115	GAS1;GGP1;YM9952.09;YMR307W	P22146;P23151	4	4	4	9.5	59.6	1.0872E-28	1834100	4096900	665530
YOL030W	1,3-beta-glucanosyltransferase GAS5;Glycolipid-anchored surface protein 5	GAS5;YOL030W	Q08193	2	2	2	5.8	51.9	8.6267E-06	360500	74486	0
YCL011C	RAP1 localization factor 6;Single-strand telomeric DNA-binding protein GBP2	GBP2;RLF6;YCL011C;YCL11C	P25555	1	1	1	2.3	48.7	0.000083907	0	0	204650
YOR260W	eIF-2B GDP-GTP exchange factor subunit gamma;GCD complex subunit GCD1;Guanine nucleotide exchange factor subunit GCD1;Translation initiation factor eIF-2B subunit gamma	GCD1;TIF223;TRA3;YOR260W	P09032;Q08721	2	2	2	2.9	65.7	0.00029354	0	0	103000
YER025W	Eukaryotic translation initiation factor 2 subunit gamma;Gamma subunit of the translation initiation factor eIF2, involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met	GCD11;TIF213;YER025W	D3DLS4;P32481	9	9	9	27.5	57.9	1.0007E-140	2396800	1204900	1547200
YDR037W	Lysine--tRNA ligase;Lysyl-tRNA synthetase, cytoplasmic	GCD5;KRS1;YD9673.09;YDR037W	P15180	13	13	13	28.4	68.0	1.0391E-52	6923700	1190500	4365000
YDL226C	ADP-ribosylation factor GTPase-activating protein GCS1	GCS1;YDL226C	P35197	3	3	3	9.1	39.3	1.4454E-18	579040	461920	134010
YOR120W	Protein GCY	GCY;GCY1;O31567;YOR120W;YOR3269W	P14065	6	6	5	24.7	35.1	6.3249E-48	1124300	4036400	2713700
YEL042W	Gda1p;Guanosine-diphosphatase	GDA1;SYGP-ORF16;YEL042W	D3DLK7;P32621	2	2	2	4.8	56.8	0.0012429	101550	18712	0
YER136W	GDP dissociation inhibitor, regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding proteins;Rab GDP-dissociation inhibitor;Secretory pathway GDP dissociation inhibitor	GDI1;SEC19;YER136W	D3DM41;P39958	5	5	5	13.3	51.2	4.6351E-24	822340	1427300	907370
YKL104C	D-fructose-6-phosphate amidotransferase;Glucosamine--fructose-6-phosphate aminotransferase [isomerizing];Hexosephosphate aminotransferase	GFA1;YKL104C;YKL457	P14742	3	3	3	6.6	80.0	1.725E-27	288300	211900	160560
YHR108W	ADP-ribosylation factor-binding protein GGA2;Gga2p;Golgi-localized, gamma ear-containing, ARF-binding protein 2	GGA2;YHR108W	D3DL58;P38817	3	3	3	6.2	64.3	7.9609E-19	0	246950	48310
YCR081W	Mediator complex subunit 12;Mediator of RNA polymerase II transcription subunit 12;Suppressor of RNA polymerase B 8	GIG1;MED12;NUT6;SRB8;SSN5;YCR081W;YCR81W/YCR80W	P25647;P25648	1	1	1	1.3	166.9	0.002501	0	4103300	0
YLR200W	Genes involved in microtubule biogenesis protein 1;Gim complex subunit 1;Prefoldin subunit 6	GIM1;L8167.8;PFD6;YKE2;YLR200W	P52553	4	4	4	55.3	13.3	2.6504E-30	1331100	347760	933880
YNL153C	Genes involved in microtubule biogenesis protein 3;Gim complex subunit 3;Prefoldin subunit 4	GIM3;N1761;PFD4;YNL153C	P53900	2	2	2	17.8	15.2	0.000074367	0	310530	226990
YML094W	Genes involved in microtubule biogenesis protein 5;Gim complex subunit 5;Prefoldin subunit 5	GIM5;PFD5;YML094W	Q04493	2	2	2	14.1	18.4	1.2407E-08	101420	146460	170480
YEL011W	1,4-alpha-glucan-branching enzyme;Glc3p;Glycogen-branching enzyme	GLC3;YEL011W	D3DLN8;P32775	2	2	2	3	81.1	4.3608E-07	69205	0	340670
YMR311C	Protein GLC8	GLC8;YM9924.03C;YMR311C	P41818	2	2	2	11.4	26.6	0.000094948	356560	226110	143730
YER107C	Component of the Nup82 subcomplex of the nuclear pore complex; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p;Nuclear pore protein GLE2;Nucleoporin GLE2;poly(A) RNA export protein RAE1	GLE2;RAE1;YER107C	D3DM14;P40066	1	1	1	5.5	40.5	0.0034442	99940	0	0
YCL040W	Glucokinase-1;Glucose kinase 1	GLK1;HOR3;YCL040W;YCL312;YCL40W	P17709	6	6	5	14.4	55.4	5.7964E-129	3497100	5839100	1739900
YOR168W	Glutamine--tRNA ligase;Glutaminyl-tRNA synthetase	GLN4;O3601;YOR168W	P13188;Q12005	13	13	13	18.4	93.1	1.0354E-69	1721500	1590000	2188000
YML004C	Aldoketomutase;Glyoxalase I;Ketone-aldehyde mutase;Lactoylglutathione lyase;Methylglyoxalase;S-D-lactoylglutathione methylglyoxal lyase	GLO1;YM9571.15C;YML004C	P50107;Q9HFG0;Q9URB5	5	5	5	16.9	37.2	4.65E-61	1434100	732790	878480
YER122C	ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport; shares functional similarity with Gcs1p;ADP-ribosylation factor GTPase-activating protein GLO3	GLO3;YER122C	D3DM28;P38682	4	4	4	12	55.1	3.4701E-18	250190	618050	361530
YFL014W	12 kDa heat shock protein;Glucose and lipid-regulated protein	GLP1;HOR5;HSP12;YFL014W	P22943;Q8X145	4	4	4	50.5	11.7	2.034E-22	13906000	22423000	21102000
YPL091W	Glutathione reductase	GLR1;LPG17W;YPL091W	P41921	2	2	2	5.4	53.4	2.6082E-06	346270	547510	0
YDL171C	Glutamate synthase [NADH];NADH-GOGAT	GLT1;YDL171C	Q12290;Q12680	15	15	15	8.6	238.1	6.8914E-65	2872600	1755200	1166700
YEL046C	Gly1p;Low specificity L-threonine aldolase	GLY1;SYGP-ORF34;YEL046C	D3DLK4;P32615;P37303	5	5	5	16.5	42.8	5.1405E-56	2804900	2378500	1886000
YFL017C	Glucosamine 6-phosphate N-acetyltransferase;Phosphoglucosamine acetylase;Phosphoglucosamine transacetylase	GNA1;PAT1;YFL017C	P43577	1	1	1	7.5	18.1	5.1111E-09	46100	41247	0
YJL052W;CON__P10096	Glyceraldehyde-3-phosphate dehydrogenase 1	GPD1;J1154;SSS2;TDH1;YJL052W	P00360	18	13	12	60.8	35.8	0	167300000	47140000	38206000
YOL059W	Glycerol-3-phosphate dehydrogenase [NAD+] 2, mitochondrial	GPD2;GPD3;O1222;YOL059W	P41911;P50905	5	4	4	17.5	49.4	3.6507E-89	5985200	2737500	2221600
YJR009C	Glyceraldehyde-3-phosphate dehydrogenase 2	GPD2;J1433;TDH2;YJR009C	P00358	17	2	2	54.2	35.8	0	25245000	37770000	43452000
YPR160W	Glycogen phosphorylase	GPH1;P9584.1;YPR160W	P06738	8	8	8	11.2	103.3	1.7018E-67	854960	2644000	1677100
YKL152C	BPG-dependent PGAM 1;MPGM 1;Phosphoglycerate mutase 1;Phosphoglyceromutase 1	GPM;GPM1;YKL152C;YKL607	P00950;Q02117	15	15	15	66.4	27.6	0	182010000	124780000	86077000
YIL053W	(DL)-glycerol-3-phosphatase 1	GPP1;RHR2;YIL053W	P38012;P41277	15	15	10	60.8	27.9	1.4247E-167	46887000	44916000	33388000
YER062C	(DL)-glycerol-3-phosphatase 2;Hor2p	GPP2;HOR2;YER062C	D3DLW7;P40106	7	2	2	25.2	27.8	2.8551E-47	242840	188490	417090
YBR244W	Glutathione peroxidase 2	GPX2;YBR1632;YBR244W	P38143	2	1	1	10.5	18.4	0.00030308	0	0	0
YIR037W	Glutathione peroxidase 3;Hydrogen peroxide resistance protein 1;Oxidant receptor peroxidase 1;Peroxiredoxin HYR1;Phospholipid hydroperoxide glutathione peroxidase 3	GPX3;HYR1;ORP1;YIR037W	P40581	4	4	3	28.8	18.6	2.2697E-52	83587	907090	1188000
YLR075W	60S ribosomal protein L10;L9;Ubiquinol-cytochrome C reductase complex subunit VI-requiring protein	GRC5;QSR1;RPL10;YLR075W	P41805	5	5	5	24.4	25.4	1.4779E-15	4240400	7415700	2688100
YOL151W	Genes de respuesta a estres protein 2;NADPH-dependent methylglyoxal reductase GRE2	GRE2;YOL151W	Q12068	1	1	1	3.5	38.2	0.0045879	0	0	72317
YHR104W	Aldose reductase involved in methylglyoxal, d-xylose, arabinose, and galactose metabolism; stress induced (Osmotic, ionic, oxidative, heat shock, starvation and heavy metals); regulated by the HOG pathway;Genes de respuesta a estres protein 3;NADPH-dependent aldo-keto reductase GRE3;NADPH-dependent aldose reductase GRE3;NADPH-dependent methylglyoxal reductase GRE3;Xylose reductase	GRE3;YHR104W	D3DL54;P38715	7	7	7	22.9	37.1	6.9559E-23	1182100	342330	117640
YBR049C	DNA-binding protein REB1;QBP	GRF2;REB1;YBR049C;YBR0502	P21538	1	1	1	1.1	91.9	7.7831E-08	0	0	19727
